year,background,age,age_group,population
2020,Swedish,80,elderly,56101
2020,Swedish,81,elderly,53896
2020,Swedish,82,elderly,49303
2020,Swedish,83,elderly,43873
2020,Swedish,84,elderly,40233
2020,Swedish,85,elderly,35157
2020,Swedish,86,elderly,31249
2020,Swedish,87,elderly,28281
2020,Swedish,88,elderly,25774
2020,Swedish,89,elderly,22538
2020,Swedish,90,elderly,19433
2020,Swedish,91,elderly,15870
2020,Swedish,92,elderly,13423
2020,Swedish,93,elderly,10653
2020,Swedish,94,elderly,8348
2020,Swedish,95,elderly,6419
2020,Swedish,96,elderly,4811
2020,Swedish,97,elderly,3351
2020,Swedish,98,elderly,2286
2020,Swedish,99,elderly,1633
2020,Swedish,100+,elderly,2215
2020,foreign,0,young,26775
2020,foreign,1,young,29888
2020,foreign,2,young,30423
2020,foreign,3,young,31791
2020,foreign,4,young,33428
2020,foreign,5,young,32439
2020,foreign,6,young,33227
2020,foreign,7,young,32476
2020,foreign,8,young,33328
2020,foreign,9,young,32706
2020,foreign,10,young,33553
2020,foreign,11,young,32817
2020,foreign,12,young,33005
2020,foreign,13,young,32318
2020,foreign,14,young,31642
2020,foreign,15,young,31118
2020,foreign,16,young,30810
2020,foreign,17,young,30335
2020,foreign,18,young,30847
2020,foreign,19,young,31747
2020,foreign,20,working_age,35214
2020,foreign,21,working_age,41479
2020,foreign,22,working_age,37954
2020,foreign,23,working_age,36528
2020,foreign,24,working_age,38207
2020,foreign,25,working_age,40842
2020,foreign,26,working_age,42466
2020,foreign,27,working_age,43668
2020,foreign,28,working_age,44652
2020,foreign,29,working_age,46390
2020,foreign,30,working_age,48459
2020,foreign,31,working_age,48743
2020,foreign,32,working_age,50287
2020,foreign,33,working_age,49987
2020,foreign,34,working_age,50719
2020,foreign,35,working_age,51311
2020,foreign,36,working_age,50769
2020,foreign,37,working_age,49482
2020,foreign,38,working_age,49094
2020,foreign,39,working_age,46306
2020,foreign,40,working_age,47962
2020,foreign,41,working_age,44555
2020,foreign,42,working_age,43200
2020,foreign,43,working_age,41792
2020,foreign,44,working_age,40557
2020,foreign,45,working_age,39745
2020,foreign,46,working_age,39238
2020,foreign,47,working_age,37310
2020,foreign,48,working_age,37553
2020,foreign,49,working_age,35879
2020,foreign,50,working_age,35949
2020,foreign,51,working_age,34655
2020,foreign,52,working_age,34255
2020,foreign,53,working_age,33094
2020,foreign,54,working_age,32171
2020,foreign,55,working_age,32058
2020,foreign,56,working_age,30939
2020,foreign,57,working_age,29952
2020,foreign,58,working_age,29040
2020,foreign,59,working_age,27032
2020,foreign,60,working_age,27723
2020,foreign,61,working_age,25232
2020,foreign,62,working_age,23955
2020,foreign,63,working_age,23927
2020,foreign,64,working_age,22812
2020,foreign,65,working_age,21484
2020,foreign,66,elderly,20718
2020,foreign,67,elderly,19112
2020,foreign,68,elderly,18317
2020,foreign,69,elderly,17326
2020,foreign,70,elderly,17458
2020,foreign,71,elderly,16440
2020,foreign,72,elderly,15887
2020,foreign,73,elderly,15521
2020,foreign,74,elderly,14067
2020,foreign,75,elderly,12312
2020,foreign,76,elderly,11116
2020,foreign,77,elderly,10319
2020,foreign,78,elderly,9544
2020,foreign,79,elderly,9731
2020,foreign,80,elderly,8941
2020,foreign,81,elderly,8332
2020,foreign,82,elderly,7572
2020,foreign,83,elderly,6778
2020,foreign,84,elderly,6001
2020,foreign,85,elderly,5377
2020,foreign,86,elderly,4686
2020,foreign,87,elderly,3870
2020,foreign,88,elderly,3420
2020,foreign,89,elderly,3022
2020,foreign,90,elderly,2692
2020,foreign,91,elderly,2052
2020,foreign,92,elderly,1663
2020,foreign,93,elderly,1275
2020,foreign,94,elderly,967
2020,foreign,95,elderly,716
2020,foreign,96,elderly,550
2020,foreign,97,elderly,359
2020,foreign,98,elderly,229
2020,foreign,99,elderly,137
2020,foreign,100+,elderly,234
2021,Swedish,0,young,88428
2021,Swedish,1,young,86268
2021,Swedish,2,young,86512
2021,Swedish,3,young,88674
2021,Swedish,4,young,88472
2021,Swedish,5,young,91370
2021,Swedish,6,young,90484
2021,Swedish,7,young,91395
2021,Swedish,8,young,91094
2021,Swedish,9,young,91516
2021,Swedish,10,young,91087
2021,Swedish,11,young,95043
2021,Swedish,12,young,92461
2021,Swedish,13,young,91172
2021,Swedish,14,young,90139
2021,Swedish,15,young,90080
2021,Swedish,16,young,86838
2021,Swedish,17,young,86782
2021,Swedish,18,young,85799
2021,Swedish,19,young,83093
2021,Swedish,20,working_age,79125
2021,Swedish,21,working_age,78186
2021,Swedish,22,working_age,76015
2021,Swedish,23,working_age,76419
2021,Swedish,24,working_age,77190
2021,Swedish,25,working_age,81293
2021,Swedish,26,working_age,87933
2021,Swedish,27,working_age,95968
2021,Swedish,28,working_age,100590
2021,Swedish,29,working_age,106104
2021,Swedish,30,working_age,107981
2021,Swedish,31,working_age,108768
2021,Swedish,32,working_age,102112
2021,Swedish,33,working_age,98547
2021,Swedish,34,working_age,91990
2021,Swedish,35,working_age,89632
2021,Swedish,36,working_age,86442
2021,Swedish,37,working_age,82211
2021,Swedish,38,working_age,80309
2021,Swedish,39,working_age,80990
2021,Swedish,40,working_age,81400
2021,Swedish,41,working_age,83926
2021,Swedish,42,working_age,83098
2021,Swedish,43,working_age,80428
2021,Swedish,44,working_age,83147
2021,Swedish,45,working_age,85241
2021,Swedish,46,working_age,90287
2021,Swedish,47,working_age,96128
2021,Swedish,48,working_age,95422
2021,Swedish,49,working_age,97156
2021,Swedish,50,working_age,98013
2021,Swedish,51,working_age,94379
2021,Swedish,52,working_age,93072
2021,Swedish,53,working_age,98359
2021,Swedish,54,working_age,105115
2021,Swedish,55,working_age,106505
2021,Swedish,56,working_age,106393
2021,Swedish,57,working_age,106104
2021,Swedish,58,working_age,97422
2021,Swedish,59,working_age,91940
2021,Swedish,60,working_age,89136
2021,Swedish,61,working_age,86767
2021,Swedish,62,working_age,88697
2021,Swedish,63,working_age,88757
2021,Swedish,64,working_age,89110
2021,Swedish,65,working_age,89521
2021,Swedish,66,elderly,87975
2021,Swedish,67,elderly,85560
2021,Swedish,68,elderly,88376
2021,Swedish,69,elderly,87419
2021,Swedish,70,elderly,85826
2021,Swedish,71,elderly,88891
2021,Swedish,72,elderly,91996
2021,Swedish,73,elderly,94612
2021,Swedish,74,elderly,93808
2021,Swedish,75,elderly,93990
2021,Swedish,76,elderly,92576
2021,Swedish,77,elderly,88947
2021,Swedish,78,elderly,80364
2021,Swedish,79,elderly,71345
2021,Swedish,80,elderly,58960
2021,Swedish,81,elderly,53811
2021,Swedish,82,elderly,51339
2021,Swedish,83,elderly,46675
2021,Swedish,84,elderly,41130
2021,Swedish,85,elderly,37408
2021,Swedish,86,elderly,32301
2021,Swedish,87,elderly,28441
2021,Swedish,88,elderly,25364
2021,Swedish,89,elderly,22725
2021,Swedish,90,elderly,19579
2021,Swedish,91,elderly,16492
2021,Swedish,92,elderly,13233
2021,Swedish,93,elderly,10921
2021,Swedish,94,elderly,8471
2021,Swedish,95,elderly,6496
2021,Swedish,96,elderly,4782
2021,Swedish,97,elderly,3549
2021,Swedish,98,elderly,2379
2021,Swedish,99,elderly,1568
2021,Swedish,100+,elderly,2410
2021,foreign,0,young,26235
2021,foreign,1,young,28782
2021,foreign,2,young,31100
2021,foreign,3,young,31375
2021,foreign,4,young,32588
2021,foreign,5,young,34071
2021,foreign,6,young,33073
2021,foreign,7,young,33675
2021,foreign,8,young,33060
2021,foreign,9,young,33864
2021,foreign,10,young,33211
2021,foreign,11,young,34134
2021,foreign,12,young,33369
2021,foreign,13,young,33561
2021,foreign,14,young,32890
2021,foreign,15,young,32231
2021,foreign,16,young,31720
2021,foreign,17,young,31486
2021,foreign,18,young,31182
2021,foreign,19,young,31760
2021,foreign,20,working_age,32706
2021,foreign,21,working_age,36300
2021,foreign,22,working_age,43276
2021,foreign,23,working_age,40192
2021,foreign,24,working_age,38806
2021,foreign,25,working_age,40357
2021,foreign,26,working_age,43002
2021,foreign,27,working_age,44650
2021,foreign,28,working_age,45734
2021,foreign,29,working_age,46684
2021,foreign,30,working_age,48348
2021,foreign,31,working_age,50311
2021,foreign,32,working_age,50509
2021,foreign,33,working_age,51820
2021,foreign,34,working_age,51422
2021,foreign,35,working_age,51926
2021,foreign,36,working_age,52426
2021,foreign,37,working_age,51714
2021,foreign,38,working_age,50438
2021,foreign,39,working_age,49890
2021,foreign,40,working_age,47093
2021,foreign,41,working_age,48607
2021,foreign,42,working_age,45142
2021,foreign,43,working_age,43757
2021,foreign,44,working_age,42286
2021,foreign,45,working_age,40982
2021,foreign,46,working_age,40151
2021,foreign,47,working_age,39624
2021,foreign,48,working_age,37574
2021,foreign,49,working_age,37778
2021,foreign,50,working_age,36082
2021,foreign,51,working_age,36141
2021,foreign,52,working_age,34835
2021,foreign,53,working_age,34344
2021,foreign,54,working_age,33156
2021,foreign,55,working_age,32247
2021,foreign,56,working_age,32082
2021,foreign,57,working_age,31037
2021,foreign,58,working_age,29922
2021,foreign,59,working_age,28986
2021,foreign,60,working_age,26954
2021,foreign,61,working_age,27637
2021,foreign,62,working_age,25147
2021,foreign,63,working_age,23833
2021,foreign,64,working_age,23771
2021,foreign,65,working_age,22595
2021,foreign,66,elderly,21269
2021,foreign,67,elderly,20485
2021,foreign,68,elderly,18903
2021,foreign,69,elderly,18117
2021,foreign,70,elderly,17060
2021,foreign,71,elderly,17099
2021,foreign,72,elderly,16115
2021,foreign,73,elderly,15568
2021,foreign,74,elderly,15141
2021,foreign,75,elderly,13695
2021,foreign,76,elderly,11970
2021,foreign,77,elderly,10750
2021,foreign,78,elderly,9951
2021,foreign,79,elderly,9208
2021,foreign,80,elderly,9319
2021,foreign,81,elderly,8474
2021,foreign,82,elderly,7926
2021,foreign,83,elderly,7073
2021,foreign,84,elderly,6304
2021,foreign,85,elderly,5558
2021,foreign,86,elderly,4885
2021,foreign,87,elderly,4230
2021,foreign,88,elderly,3419
2021,foreign,89,elderly,2990
2021,foreign,90,elderly,2629
2021,foreign,91,elderly,2312
2021,foreign,92,elderly,1736
2021,foreign,93,elderly,1347
2021,foreign,94,elderly,1028
2021,foreign,95,elderly,740
2021,foreign,96,elderly,562
2021,foreign,97,elderly,395
2021,foreign,98,elderly,260
2021,foreign,99,elderly,161
2021,foreign,100+,elderly,252
2022,Swedish,0,young,80395
2022,Swedish,1,young,87903
2022,Swedish,2,young,86055
2022,Swedish,3,young,86328
2022,Swedish,4,young,88412
2022,Swedish,5,young,88262
2022,Swedish,6,young,91158
2022,Swedish,7,young,90329
2022,Swedish,8,young,91271
2022,Swedish,9,young,90983
2022,Swedish,10,young,91445
2022,Swedish,11,young,91020
2022,Swedish,12,young,94974
2022,Swedish,13,young,92428
2022,Swedish,14,young,91141
2022,Swedish,15,young,90109
2022,Swedish,16,young,90105
2022,Swedish,17,young,86851
2022,Swedish,18,young,86821
2022,Swedish,19,young,85761
2022,Swedish,20,working_age,82973
2022,Swedish,21,working_age,78949
2022,Swedish,22,working_age,77992
2022,Swedish,23,working_age,75845
2022,Swedish,24,working_age,76145
2022,Swedish,25,working_age,76938
2022,Swedish,26,working_age,81042
2022,Swedish,27,working_age,87680
2022,Swedish,28,working_age,95695
2022,Swedish,29,working_age,100329
2022,Swedish,30,working_age,105892
2022,Swedish,31,working_age,107730
2022,Swedish,32,working_age,108525
2022,Swedish,33,working_age,101978
2022,Swedish,34,working_age,98359
2022,Swedish,35,working_age,91884
2022,Swedish,36,working_age,89491
2022,Swedish,37,working_age,86334
2022,Swedish,38,working_age,82100
2022,Swedish,39,working_age,80188
2022,Swedish,40,working_age,80872
2022,Swedish,41,working_age,81294
2022,Swedish,42,working_age,83810
2022,Swedish,43,working_age,83019
2022,Swedish,44,working_age,80329
2022,Swedish,45,working_age,83045
2022,Swedish,46,working_age,85149
2022,Swedish,47,working_age,90218
2022,Swedish,48,working_age,95993
2022,Swedish,49,working_age,95303
2022,Swedish,50,working_age,97016
2022,Swedish,51,working_age,97815
2022,Swedish,52,working_age,94203
2022,Swedish,53,working_age,92895
2022,Swedish,54,working_age,98085
2022,Swedish,55,working_age,104832
2022,Swedish,56,working_age,106213
2022,Swedish,57,working_age,106043
2022,Swedish,58,working_age,105745
2022,Swedish,59,working_age,97060
2022,Swedish,60,working_age,91522
2022,Swedish,61,working_age,88724
2022,Swedish,62,working_age,86234
2022,Swedish,63,working_age,88183
2022,Swedish,64,working_age,88205
2022,Swedish,65,working_age,88436
2022,Swedish,66,elderly,88791
2022,Swedish,67,elderly,87184
2022,Swedish,68,elderly,84683
2022,Swedish,69,elderly,87418
2022,Swedish,70,elderly,86298
2022,Swedish,71,elderly,84650
2022,Swedish,72,elderly,87523
2022,Swedish,73,elderly,90451
2022,Swedish,74,elderly,92840
2022,Swedish,75,elderly,91940
2022,Swedish,76,elderly,91847
2022,Swedish,77,elderly,90207
2022,Swedish,78,elderly,86247
2022,Swedish,79,elderly,77729
2022,Swedish,80,elderly,68750
2022,Swedish,81,elderly,56385
2022,Swedish,82,elderly,51158
2022,Swedish,83,elderly,48442
2022,Swedish,84,elderly,43780
2022,Swedish,85,elderly,38199
2022,Swedish,86,elderly,34405
2022,Swedish,87,elderly,29350
2022,Swedish,88,elderly,25475
2022,Swedish,89,elderly,22333
2022,Swedish,90,elderly,19720
2022,Swedish,91,elderly,16506
2022,Swedish,92,elderly,13668
2022,Swedish,93,elderly,10652
2022,Swedish,94,elderly,8591
2022,Swedish,95,elderly,6470
2022,Swedish,96,elderly,4852
2022,Swedish,97,elderly,3408
2022,Swedish,98,elderly,2431
2022,Swedish,99,elderly,1586
2022,Swedish,100+,elderly,2402
2022,foreign,0,young,24791
2022,foreign,1,young,28220
2022,foreign,2,young,29972
2022,foreign,3,young,32022
2022,foreign,4,young,32269
2022,foreign,5,young,33286
2022,foreign,6,young,34548
2022,foreign,7,young,33513
2022,foreign,8,young,34200
2022,foreign,9,young,33605
2022,foreign,10,young,34298
2022,foreign,11,young,33728
2022,foreign,12,young,34663
2022,foreign,13,young,33827
2022,foreign,14,young,34047
2022,foreign,15,young,33448
2022,foreign,16,young,32849
2022,foreign,17,young,32330
2022,foreign,18,young,32375
2022,foreign,19,young,32198
2022,foreign,20,working_age,32852
2022,foreign,21,working_age,33916
2022,foreign,22,working_age,38264
2022,foreign,23,working_age,45807
2022,foreign,24,working_age,42747
2022,foreign,25,working_age,41341
2022,foreign,26,working_age,42850
2022,foreign,27,working_age,45443
2022,foreign,28,working_age,47128
2022,foreign,29,working_age,48206
2022,foreign,30,working_age,49028
2022,foreign,31,working_age,50532
2022,foreign,32,working_age,52469
2022,foreign,33,working_age,52530
2022,foreign,34,working_age,53762
2022,foreign,35,working_age,53033
2022,foreign,36,working_age,53380
2022,foreign,37,working_age,53756
2022,foreign,38,working_age,52852
2022,foreign,39,working_age,51493
2022,foreign,40,working_age,50842
2022,foreign,41,working_age,47943
2022,foreign,42,working_age,49488
2022,foreign,43,working_age,45872
2022,foreign,44,working_age,44381
2022,foreign,45,working_age,42913
2022,foreign,46,working_age,41546
2022,foreign,47,working_age,40650
2022,foreign,48,working_age,40070
2022,foreign,49,working_age,37989
2022,foreign,50,working_age,38079
2022,foreign,51,working_age,36369
2022,foreign,52,working_age,36408
2022,foreign,53,working_age,35108
2022,foreign,54,working_age,34506
2022,foreign,55,working_age,33273
2022,foreign,56,working_age,32366
2022,foreign,57,working_age,32173
2022,foreign,58,working_age,31061
2022,foreign,59,working_age,29953
2022,foreign,60,working_age,28957
2022,foreign,61,working_age,26921
2022,foreign,62,working_age,27538
2022,foreign,63,working_age,25061
2022,foreign,64,working_age,23747
2022,foreign,65,working_age,23619
2022,foreign,66,elderly,22484
2022,foreign,67,elderly,21106
2022,foreign,68,elderly,20307
2022,foreign,69,elderly,18712
2022,foreign,70,elderly,17867
2022,foreign,71,elderly,16839
2022,foreign,72,elderly,16812
2022,foreign,73,elderly,15860
2022,foreign,74,elderly,15243
2022,foreign,75,elderly,14790
2022,foreign,76,elderly,13350
2022,foreign,77,elderly,11603
2022,foreign,78,elderly,10398
2022,foreign,79,elderly,9556
2022,foreign,80,elderly,8801
2022,foreign,81,elderly,8925
2022,foreign,82,elderly,8028
2022,foreign,83,elderly,7443
2022,foreign,84,elderly,6619
2022,foreign,85,elderly,5825
2022,foreign,86,elderly,5111
2022,foreign,87,elderly,4460
2022,foreign,88,elderly,3785
2022,foreign,89,elderly,3010
2022,foreign,90,elderly,2593
2022,foreign,91,elderly,2245
2022,foreign,92,elderly,1931
2022,foreign,93,elderly,1426
2022,foreign,94,elderly,1055
2022,foreign,95,elderly,793
2022,foreign,96,elderly,561
2022,foreign,97,elderly,403
2022,foreign,98,elderly,302
2022,foreign,99,elderly,183
2022,foreign,100+,elderly,285
2023,Swedish,0,young,77236
2023,Swedish,1,young,80091
2023,Swedish,2,young,87675
2023,Swedish,3,young,85806
2023,Swedish,4,young,86119
2023,Swedish,5,young,88115
2023,Swedish,6,young,87926
2023,Swedish,7,young,90885
2023,Swedish,8,young,90112
2023,Swedish,9,young,91143
2023,Swedish,10,young,90856
2023,Swedish,11,young,91346
2023,Swedish,12,young,90944
2023,Swedish,13,young,94910
2023,Swedish,14,young,92384
2023,Swedish,15,young,91094
2023,Swedish,16,young,90098
2023,Swedish,17,young,90107
2023,Swedish,18,young,86905
2023,Swedish,19,young,86764
2023,Swedish,20,working_age,85593
2023,Swedish,21,working_age,82801
2023,Swedish,22,working_age,78775
2023,Swedish,23,working_age,77784
2023,Swedish,24,working_age,75568
2023,Swedish,25,working_age,75884
2023,Swedish,26,working_age,76684
2023,Swedish,27,working_age,80783
2023,Swedish,28,working_age,87377
2023,Swedish,29,working_age,95378
2023,Swedish,30,working_age,100032
2023,Swedish,31,working_age,105582
2023,Swedish,32,working_age,107467
2023,Swedish,33,working_age,108304
2023,Swedish,34,working_age,101767
2023,Swedish,35,working_age,98171
2023,Swedish,36,working_age,91727
2023,Swedish,37,working_age,89314
2023,Swedish,38,working_age,86204
2023,Swedish,39,working_age,81955
2023,Swedish,40,working_age,80052
2023,Swedish,41,working_age,80770
2023,Swedish,42,working_age,81203
2023,Swedish,43,working_age,83684
2023,Swedish,44,working_age,82894
2023,Swedish,45,working_age,80226
2023,Swedish,46,working_age,82919
2023,Swedish,47,working_age,85035
2023,Swedish,48,working_age,90064
2023,Swedish,49,working_age,95848
2023,Swedish,50,working_age,95135
2023,Swedish,51,working_age,96846
2023,Swedish,52,working_age,97640
2023,Swedish,53,working_age,93980
2023,Swedish,54,working_age,92701
2023,Swedish,55,working_age,97847
2023,Swedish,56,working_age,104522
2023,Swedish,57,working_age,105848
2023,Swedish,58,working_age,105693
2023,Swedish,59,working_age,105333
2023,Swedish,60,working_age,96619
2023,Swedish,61,working_age,91086
2023,Swedish,62,working_age,88265
2023,Swedish,63,working_age,85707
2023,Swedish,64,working_age,87606
2023,Swedish,65,working_age,87563
2023,Swedish,66,elderly,87715
2023,Swedish,67,elderly,88001
2023,Swedish,68,elderly,86325
2023,Swedish,69,elderly,83794
2023,Swedish,70,elderly,86370
2023,Swedish,71,elderly,85196
2023,Swedish,72,elderly,83381
2023,Swedish,73,elderly,86111
2023,Swedish,74,elderly,88840
2023,Swedish,75,elderly,90899
2023,Swedish,76,elderly,89854
2023,Swedish,77,elderly,89534
2023,Swedish,78,elderly,87549
2023,Swedish,79,elderly,83413
2023,Swedish,80,elderly,74942
2023,Swedish,81,elderly,66010
2023,Swedish,82,elderly,53799
2023,Swedish,83,elderly,48433
2023,Swedish,84,elderly,45509
2023,Swedish,85,elderly,40755
2023,Swedish,86,elderly,35186
2023,Swedish,87,elderly,31295
2023,Swedish,88,elderly,26327
2023,Swedish,89,elderly,22494
2023,Swedish,90,elderly,19406
2023,Swedish,91,elderly,16818
2023,Swedish,92,elderly,13710
2023,Swedish,93,elderly,10992
2023,Swedish,94,elderly,8425
2023,Swedish,95,elderly,6518
2023,Swedish,96,elderly,4794
2023,Swedish,97,elderly,3463
2023,Swedish,98,elderly,2367
2023,Swedish,99,elderly,1637
2023,Swedish,100+,elderly,2417
2023,foreign,0,young,23420
2023,foreign,1,young,26163
2023,foreign,2,young,28832
2023,foreign,3,young,30284
2023,foreign,4,young,32047
2023,foreign,5,young,32341
2023,foreign,6,young,33023
2023,foreign,7,young,34342
2023,foreign,8,young,33306
2023,foreign,9,young,34069
2023,foreign,10,young,33587
2023,foreign,11,young,34208
2023,foreign,12,young,33744
2023,foreign,13,young,34738
2023,foreign,14,young,33929
2023,foreign,15,young,34319
2023,foreign,16,young,33777
2023,foreign,17,young,33248
2023,foreign,18,young,33103
2023,foreign,19,young,33263
2023,foreign,20,working_age,33192
2023,foreign,21,working_age,34117
2023,foreign,22,working_age,35748
2023,foreign,23,working_age,40419
2023,foreign,24,working_age,47871
2023,foreign,25,working_age,44590
2023,foreign,26,working_age,42930
2023,foreign,27,working_age,44186
2023,foreign,28,working_age,46660
2023,foreign,29,working_age,48170
2023,foreign,30,working_age,49181
2023,foreign,31,working_age,50047
2023,foreign,32,working_age,51359
2023,foreign,33,working_age,53224
2023,foreign,34,working_age,53243
2023,foreign,35,working_age,54256
2023,foreign,36,working_age,53467
2023,foreign,37,working_age,53753
2023,foreign,38,working_age,54029
2023,foreign,39,working_age,53046
2023,foreign,40,working_age,51736
2023,foreign,41,working_age,50985
2023,foreign,42,working_age,48183
2023,foreign,43,working_age,49707
2023,foreign,44,working_age,46096
2023,foreign,45,working_age,44611
2023,foreign,46,working_age,43031
2023,foreign,47,working_age,41656
2023,foreign,48,working_age,40845
2023,foreign,49,working_age,40210
2023,foreign,50,working_age,38064
2023,foreign,51,working_age,38209
2023,foreign,52,working_age,36469
2023,foreign,53,working_age,36431
2023,foreign,54,working_age,35129
2023,foreign,55,working_age,34560
2023,foreign,56,working_age,33284
2023,foreign,57,working_age,32317
2023,foreign,58,working_age,32106
2023,foreign,59,working_age,30991
2023,foreign,60,working_age,29895
2023,foreign,61,working_age,28885
2023,foreign,62,working_age,26834
2023,foreign,63,working_age,27405
2023,foreign,64,working_age,24896
2023,foreign,65,working_age,23584
2023,foreign,66,elderly,23423
2023,foreign,67,elderly,22301
2023,foreign,68,elderly,20937
2023,foreign,69,elderly,20076
2023,foreign,70,elderly,18481
2023,foreign,71,elderly,17609
2023,foreign,72,elderly,16542
2023,foreign,73,elderly,16549
2023,foreign,74,elderly,15558
2023,foreign,75,elderly,14926
2023,foreign,76,elderly,14412
2023,foreign,77,elderly,13003
2023,foreign,78,elderly,11220
2023,foreign,79,elderly,10030
2023,foreign,80,elderly,9179
2023,foreign,81,elderly,8392
2023,foreign,82,elderly,8415
2023,foreign,83,elderly,7613
2023,foreign,84,elderly,6955
2023,foreign,85,elderly,6177
2023,foreign,86,elderly,5348
2023,foreign,87,elderly,4665
2023,foreign,88,elderly,4009
2023,foreign,89,elderly,3369
2023,foreign,90,elderly,2614
2023,foreign,91,elderly,2203
2023,foreign,92,elderly,1896
2023,foreign,93,elderly,1612
2023,foreign,94,elderly,1145
2023,foreign,95,elderly,821
2023,foreign,96,elderly,588
2023,foreign,97,elderly,392
2023,foreign,98,elderly,307
2023,foreign,99,elderly,226
2023,foreign,100+,elderly,333
2024,Swedish,0,young,75786
2024,Swedish,1,young,76990
2024,Swedish,2,young,79929
2024,Swedish,3,young,87450
2024,Swedish,4,young,85576
2024,Swedish,5,young,85910
2024,Swedish,6,young,87816
2024,Swedish,7,young,87691
2024,Swedish,8,young,90694
2024,Swedish,9,young,89951
2024,Swedish,10,young,91039
2024,Swedish,11,young,90763
2024,Swedish,12,young,91257
2024,Swedish,13,young,90889
2024,Swedish,14,young,94883
2024,Swedish,15,young,92355
2024,Swedish,16,young,91096
2024,Swedish,17,young,90090
2024,Swedish,18,young,90131
2024,Swedish,19,young,86836
2024,Swedish,20,working_age,86629
2024,Swedish,21,working_age,85391
2024,Swedish,22,working_age,82627
2024,Swedish,23,working_age,78597
2024,Swedish,24,working_age,77495
2024,Swedish,25,working_age,75348
2024,Swedish,26,working_age,75628
2024,Swedish,27,working_age,76428
2024,Swedish,28,working_age,80528
2024,Swedish,29,working_age,87143
2024,Swedish,30,working_age,95142
2024,Swedish,31,working_age,99787
2024,Swedish,32,working_age,105339
2024,Swedish,33,working_age,107256
2024,Swedish,34,working_age,108064
2024,Swedish,35,working_age,101565
2024,Swedish,36,working_age,98014
2024,Swedish,37,working_age,91558
2024,Swedish,38,working_age,89142
2024,Swedish,39,working_age,86040
2024,Swedish,40,working_age,81841
2024,Swedish,41,working_age,79887
2024,Swedish,42,working_age,80614
2024,Swedish,43,working_age,81058
2024,Swedish,44,working_age,83559
2024,Swedish,45,working_age,82764
2024,Swedish,46,working_age,80100
2024,Swedish,47,working_age,82793
2024,Swedish,48,working_age,84921
2024,Swedish,49,working_age,89916
2024,Swedish,50,working_age,95692
2024,Swedish,51,working_age,94957
2024,Swedish,52,working_age,96665
2024,Swedish,53,working_age,97403
2024,Swedish,54,working_age,93778
2024,Swedish,55,working_age,92451
2024,Swedish,56,working_age,97557
2024,Swedish,57,working_age,104233
2024,Swedish,58,working_age,105505
2024,Swedish,59,working_age,105269
2024,Swedish,60,working_age,104873
2024,Swedish,61,working_age,96174
2024,Swedish,62,working_age,90625
2024,Swedish,63,working_age,87741
2024,Swedish,64,working_age,85180
2024,Swedish,65,working_age,86996
2024,Swedish,66,elderly,86923
2024,Swedish,67,elderly,87035
2024,Swedish,68,elderly,87162
2024,Swedish,69,elderly,85419
2024,Swedish,70,elderly,82837
2024,Swedish,71,elderly,85358
2024,Swedish,72,elderly,84032
2024,Swedish,73,elderly,82033
2024,Swedish,74,elderly,84607
2024,Swedish,75,elderly,87119
2024,Swedish,76,elderly,88973
2024,Swedish,77,elderly,87731
2024,Swedish,78,elderly,87112
2024,Swedish,79,elderly,84769
2024,Swedish,80,elderly,80579
2024,Swedish,81,elderly,71994
2024,Swedish,82,elderly,63163
2024,Swedish,83,elderly,51156
2024,Swedish,84,elderly,45590
2024,Swedish,85,elderly,42610
2024,Swedish,86,elderly,37773
2024,Swedish,87,elderly,32122
2024,Swedish,88,elderly,28300
2024,Swedish,89,elderly,23361
2024,Swedish,90,elderly,19523
2024,Swedish,91,elderly,16555
2024,Swedish,92,elderly,14065
2024,Swedish,93,elderly,11231
2024,Swedish,94,elderly,8813
2024,Swedish,95,elderly,6531
2024,Swedish,96,elderly,4869
2024,Swedish,97,elderly,3457
2024,Swedish,98,elderly,2418
2024,Swedish,99,elderly,1641
2024,Swedish,100+,elderly,2567
2024,foreign,0,young,23286
2024,foreign,1,young,24510
2024,foreign,2,young,26570
2024,foreign,3,young,29195
2024,foreign,4,young,30457
2024,foreign,5,young,32131
2024,foreign,6,young,32282
2024,foreign,7,young,33118
2024,foreign,8,young,34372
2024,foreign,9,young,33614
2024,foreign,10,young,34323
2024,foreign,11,young,33863
2024,foreign,12,young,34692
2024,foreign,13,young,34226
2024,foreign,14,young,35205
2024,foreign,15,young,34480
2024,foreign,16,young,34985
2024,foreign,17,young,34391
2024,foreign,18,young,34337
2024,foreign,19,young,34330
2024,foreign,20,working_age,34327
2024,foreign,21,working_age,34432
2024,foreign,22,working_age,36205
2024,foreign,23,working_age,37935
2024,foreign,24,working_age,42477
2024,foreign,25,working_age,49363
2024,foreign,26,working_age,46210
2024,foreign,27,working_age,44466
2024,foreign,28,working_age,45625
2024,foreign,29,working_age,47887
2024,foreign,30,working_age,49317
2024,foreign,31,working_age,49947
2024,foreign,32,working_age,50743
2024,foreign,33,working_age,51818
2024,foreign,34,working_age,53621
2024,foreign,35,working_age,53530
2024,foreign,36,working_age,54457
2024,foreign,37,working_age,53644
2024,foreign,38,working_age,53907
2024,foreign,39,working_age,54180
2024,foreign,40,working_age,53129
2024,foreign,41,working_age,51891
