year,month,year_month,is_year_total,permit_basis_sv,permit_basis_en,sub_category_sv,sub_category_en,granted_count
2022,2,2022-02,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,41
2022,3,2022-03,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,38
2022,4,2022-04,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,26
2022,5,2022-05,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,11
2022,6,2022-06,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,29
2022,7,2022-07,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,68
2022,8,2022-08,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,116
2022,9,2022-09,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,77
2022,10,2022-10,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,28
2022,11,2022-11,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,19
2022,12,2022-12,False,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,21
2022,,2022,True,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,520
2022,1,2022-01,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,2,2022-02,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,3,2022-03,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,4,2022-04,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,5,2022-05,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,6,2022-06,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,7,2022-07,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,0
2022,8,2022-08,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,13
2022,9,2022-09,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,15
2022,10,2022-10,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,16
2022,11,2022-11,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,2
2022,12,2022-12,False,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,2
2022,,2022,True,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,48
2022,1,2022-01,False,Arbetsmarknad,Labour market,Volontär,Volunteer,5
2022,2,2022-02,False,Arbetsmarknad,Labour market,Volontär,Volunteer,1
2022,3,2022-03,False,Arbetsmarknad,Labour market,Volontär,Volunteer,1
2022,4,2022-04,False,Arbetsmarknad,Labour market,Volontär,Volunteer,1
2022,5,2022-05,False,Arbetsmarknad,Labour market,Volontär,Volunteer,0
2022,6,2022-06,False,Arbetsmarknad,Labour market,Volontär,Volunteer,1
2022,7,2022-07,False,Arbetsmarknad,Labour market,Volontär,Volunteer,5
2022,8,2022-08,False,Arbetsmarknad,Labour market,Volontär,Volunteer,0
2022,9,2022-09,False,Arbetsmarknad,Labour market,Volontär,Volunteer,1
2022,10,2022-10,False,Arbetsmarknad,Labour market,Volontär,Volunteer,0
2022,11,2022-11,False,Arbetsmarknad,Labour market,Volontär,Volunteer,0
2022,12,2022-12,False,Arbetsmarknad,Labour market,Volontär,Volunteer,0
2022,,2022,True,Arbetsmarknad,Labour market,Volontär,Volunteer,15
2022,1,2022-01,False,Arbetsmarknad,Labour market,Totalt,Total,2457
2022,2,2022-02,False,Arbetsmarknad,Labour market,Totalt,Total,3382
2022,3,2022-03,False,Arbetsmarknad,Labour market,Totalt,Total,3143
2022,4,2022-04,False,Arbetsmarknad,Labour market,Totalt,Total,3651
2022,5,2022-05,False,Arbetsmarknad,Labour market,Totalt,Total,7486
2022,6,2022-06,False,Arbetsmarknad,Labour market,Totalt,Total,4474
2022,7,2022-07,False,Arbetsmarknad,Labour market,Totalt,Total,1811
2022,8,2022-08,False,Arbetsmarknad,Labour market,Totalt,Total,1965
2022,9,2022-09,False,Arbetsmarknad,Labour market,Totalt,Total,3143
2022,10,2022-10,False,Arbetsmarknad,Labour market,Totalt,Total,6824
2022,11,2022-11,False,Arbetsmarknad,Labour market,Totalt,Total,1139
2022,12,2022-12,False,Arbetsmarknad,Labour market,Totalt,Total,1921
2022,,2022,True,Arbetsmarknad,Labour market,Totalt,Total,41396
2022,1,2022-01,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,174
2022,2,2022-02,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,305
2022,3,2022-03,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,344
2022,4,2022-04,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,300
2022,5,2022-05,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,377
2022,6,2022-06,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,296
2022,7,2022-07,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,136
2022,8,2022-08,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,185
2022,9,2022-09,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,251
2022,10,2022-10,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,393
2022,11,2022-11,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,281
2022,12,2022-12,False,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,215
2022,,2022,True,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,3257
2022,1,2022-01,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,132
2022,2,2022-02,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,184
2022,3,2022-03,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,197
2022,4,2022-04,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,204
2022,5,2022-05,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,246
2022,6,2022-06,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,168
2022,7,2022-07,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,133
2022,8,2022-08,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,203
2022,9,2022-09,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,206
2022,10,2022-10,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,238
2022,11,2022-11,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,268
2022,12,2022-12,False,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,248
2022,,2022,True,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,2427
2022,1,2022-01,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,33
2022,2,2022-02,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,20
2022,3,2022-03,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,67
2022,4,2022-04,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,43
2022,5,2022-05,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,32
2022,6,2022-06,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,29
2022,7,2022-07,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,39
2022,8,2022-08,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,39
2022,9,2022-09,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,68
2022,10,2022-10,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,73
2022,11,2022-11,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,15
2022,12,2022-12,False,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,8
2022,,2022,True,EU/EES,EU/EEA,Medborgare i Schweiz,Swiss citizen,466
2022,1,2022-01,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,2,2022-02,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,3,2022-03,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,1
2022,4,2022-04,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,5,2022-05,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,6,2022-06,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,7,2022-07,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,8,2022-08,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,9,2022-09,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,10,2022-10,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,11,2022-11,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,12,2022-12,False,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,0
2022,,2022,True,EU/EES,EU/EEA,Uppehållsrätt/Uppehållstillstånd för EES-medborgare,Right of residence – EEA citizen,1
2022,1,2022-01,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",88
2022,2,2022-02,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",141
2022,3,2022-03,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",195
2022,4,2022-04,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",139
2022,5,2022-05,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",151
2022,6,2022-06,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",158
2022,7,2022-07,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",122
2022,8,2022-08,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",138
2022,9,2022-09,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",165
2022,10,2022-10,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",271
2022,11,2022-11,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",62
2022,12,2022-12,False,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",102
2022,,2022,True,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",1732
2022,1,2022-01,False,EU/EES,EU/EEA,Totalt,Total,427
2022,2,2022-02,False,EU/EES,EU/EEA,Totalt,Total,650
2022,3,2022-03,False,EU/EES,EU/EEA,Totalt,Total,804
2022,4,2022-04,False,EU/EES,EU/EEA,Totalt,Total,686
2022,5,2022-05,False,EU/EES,EU/EEA,Totalt,Total,806
2022,6,2022-06,False,EU/EES,EU/EEA,Totalt,Total,651
2022,7,2022-07,False,EU/EES,EU/EEA,Totalt,Total,430
2022,8,2022-08,False,EU/EES,EU/EEA,Totalt,Total,565
2022,9,2022-09,False,EU/EES,EU/EEA,Totalt,Total,690
2022,10,2022-10,False,EU/EES,EU/EEA,Totalt,Total,975
2022,11,2022-11,False,EU/EES,EU/EEA,Totalt,Total,626
2022,12,2022-12,False,EU/EES,EU/EEA,Totalt,Total,573
2022,,2022,True,EU/EES,EU/EEA,Totalt,Total,7883
2022,1,2022-01,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,35
2022,2,2022-02,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,66
2022,3,2022-03,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,60
2022,4,2022-04,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,38
2022,5,2022-05,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,96
2022,6,2022-06,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,89
2022,7,2022-07,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,79
2022,8,2022-08,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,81
2022,9,2022-09,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,109
2022,10,2022-10,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,71
2022,11,2022-11,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,81
2022,12,2022-12,False,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,91
2022,,2022,True,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,896
2022,1,2022-01,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,186
2022,2,2022-02,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,252
2022,3,2022-03,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,337
2022,4,2022-04,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,276
2022,5,2022-05,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,310
2022,6,2022-06,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,347
2022,7,2022-07,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,145
2022,8,2022-08,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,202
2022,9,2022-09,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,279
2022,10,2022-10,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,342
2022,11,2022-11,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,348
2022,12,2022-12,False,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,445
2022,,2022,True,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,3469
2022,1,2022-01,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,0
2022,2,2022-02,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,0
2022,3,2022-03,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,18220
2022,4,2022-04,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,11979
2022,5,2022-05,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,4621
2022,6,2022-06,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,2166
2022,7,2022-07,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,2544
2022,8,2022-08,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,2238
2022,9,2022-09,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,1484
2022,10,2022-10,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,1447
2022,11,2022-11,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,1551
2022,12,2022-12,False,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,1316
2022,,2022,True,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,47566
2022,1,2022-01,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,62
2022,2,2022-02,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,39
2022,3,2022-03,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,76
2022,4,2022-04,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,87
2022,5,2022-05,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,80
2022,6,2022-06,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,90
2022,7,2022-07,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,53
2022,8,2022-08,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,34
2022,9,2022-09,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,71
2022,10,2022-10,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,74
2022,11,2022-11,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,67
2022,12,2022-12,False,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,86
2022,,2022,True,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,819
2022,1,2022-01,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,10
2022,2,2022-02,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,7
2022,3,2022-03,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,5
2022,4,2022-04,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,13
2022,5,2022-05,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,7
2022,6,2022-06,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,7
2022,7,2022-07,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,2
2022,8,2022-08,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,2
2022,9,2022-09,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,12
2022,10,2022-10,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,13
2022,11,2022-11,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,9
2022,12,2022-12,False,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,13
2022,,2022,True,Skydd,Protection (asylum),Tillfällig/tidsbegränsad,Temporary,100
2022,1,2022-01,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),129
2022,2,2022-02,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),301
2022,3,2022-03,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),383
2022,4,2022-04,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),227
2022,5,2022-05,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),509
2022,6,2022-06,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),595
2022,7,2022-07,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),249
2022,8,2022-08,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),403
2022,9,2022-09,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),620
2022,10,2022-10,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),314
2022,11,2022-11,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),13
2022,12,2022-12,False,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),1
2022,,2022,True,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),3744
2022,1,2022-01,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,2
2022,2,2022-02,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,0
2022,3,2022-03,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,0
2022,4,2022-04,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,0
2022,5,2022-05,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,1
2022,6,2022-06,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,0
2022,7,2022-07,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,0
2022,8,2022-08,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,0
2022,9,2022-09,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,2
2022,10,2022-10,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,6
2022,11,2022-11,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,6
2022,12,2022-12,False,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,11
2022,,2022,True,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,28
2022,1,2022-01,False,Skydd,Protection (asylum),Totalt,Total,424
2022,2,2022-02,False,Skydd,Protection (asylum),Totalt,Total,665
2022,3,2022-03,False,Skydd,Protection (asylum),Totalt,Total,19081
2022,4,2022-04,False,Skydd,Protection (asylum),Totalt,Total,12620
2022,5,2022-05,False,Skydd,Protection (asylum),Totalt,Total,5624
2022,6,2022-06,False,Skydd,Protection (asylum),Totalt,Total,3294
2022,7,2022-07,False,Skydd,Protection (asylum),Totalt,Total,3072
2022,8,2022-08,False,Skydd,Protection (asylum),Totalt,Total,2960
2022,9,2022-09,False,Skydd,Protection (asylum),Totalt,Total,2577
2022,10,2022-10,False,Skydd,Protection (asylum),Totalt,Total,2267
2022,11,2022-11,False,Skydd,Protection (asylum),Totalt,Total,2075
2022,12,2022-12,False,Skydd,Protection (asylum),Totalt,Total,1963
2022,,2022,True,Skydd,Protection (asylum),Totalt,Total,56622
2022,1,2022-01,False,Studier,Studies,Anhörig till studerande,Family of student,195
2022,2,2022-02,False,Studier,Studies,Anhörig till studerande,Family of student,198
2022,3,2022-03,False,Studier,Studies,Anhörig till studerande,Family of student,195
2022,4,2022-04,False,Studier,Studies,Anhörig till studerande,Family of student,188
2022,5,2022-05,False,Studier,Studies,Anhörig till studerande,Family of student,230
2022,6,2022-06,False,Studier,Studies,Anhörig till studerande,Family of student,481
2022,7,2022-07,False,Studier,Studies,Anhörig till studerande,Family of student,894
2022,8,2022-08,False,Studier,Studies,Anhörig till studerande,Family of student,637
2022,9,2022-09,False,Studier,Studies,Anhörig till studerande,Family of student,158
2022,10,2022-10,False,Studier,Studies,Anhörig till studerande,Family of student,276
2022,11,2022-11,False,Studier,Studies,Anhörig till studerande,Family of student,161
2022,12,2022-12,False,Studier,Studies,Anhörig till studerande,Family of student,166
2022,,2022,True,Studier,Studies,Anhörig till studerande,Family of student,3779
2022,1,2022-01,False,Studier,Studies,Arbetssökande student,Job-seeking student,128
2022,2,2022-02,False,Studier,Studies,Arbetssökande student,Job-seeking student,104
2022,3,2022-03,False,Studier,Studies,Arbetssökande student,Job-seeking student,78
2022,4,2022-04,False,Studier,Studies,Arbetssökande student,Job-seeking student,49
2022,5,2022-05,False,Studier,Studies,Arbetssökande student,Job-seeking student,30
2022,6,2022-06,False,Studier,Studies,Arbetssökande student,Job-seeking student,10
2022,7,2022-07,False,Studier,Studies,Arbetssökande student,Job-seeking student,23
2022,8,2022-08,False,Studier,Studies,Arbetssökande student,Job-seeking student,53
2022,9,2022-09,False,Studier,Studies,Arbetssökande student,Job-seeking student,80
2022,10,2022-10,False,Studier,Studies,Arbetssökande student,Job-seeking student,124
2022,11,2022-11,False,Studier,Studies,Arbetssökande student,Job-seeking student,89
2022,12,2022-12,False,Studier,Studies,Arbetssökande student,Job-seeking student,95
2022,,2022,True,Studier,Studies,Arbetssökande student,Job-seeking student,863
2022,1,2022-01,False,Studier,Studies,Doktorand,Doctoral student,32
2022,2,2022-02,False,Studier,Studies,Doktorand,Doctoral student,78
2022,3,2022-03,False,Studier,Studies,Doktorand,Doctoral student,43
2022,4,2022-04,False,Studier,Studies,Doktorand,Doctoral student,46
2022,5,2022-05,False,Studier,Studies,Doktorand,Doctoral student,58
2022,6,2022-06,False,Studier,Studies,Doktorand,Doctoral student,68
2022,7,2022-07,False,Studier,Studies,Doktorand,Doctoral student,87
