year,background,age,sex,population
2002,Swedish,0,men,43441
2002,Swedish,1,men,41340
2002,Swedish,2,men,40710
2002,Swedish,3,men,39447
2002,Swedish,4,men,39901
2002,Swedish,5,men,40218
2002,Swedish,6,men,42064
2002,Swedish,7,men,45895
2002,Swedish,8,men,49888
2002,Swedish,9,men,52343
2002,Swedish,10,men,55869
2002,Swedish,11,men,57090
2002,Swedish,12,men,57398
2002,Swedish,13,men,54232
2002,Swedish,14,men,52562
2002,Swedish,15,men,48757
2002,Swedish,16,men,47755
2002,Swedish,17,men,46286
2002,Swedish,18,men,44092
2002,Swedish,19,men,43250
2002,Swedish,20,men,43489
2002,Swedish,21,men,43377
2002,Swedish,22,men,44888
2002,Swedish,23,men,44237
2002,Swedish,24,men,42853
2002,Swedish,25,men,44612
2002,Swedish,26,men,45301
2002,Swedish,27,men,47771
2002,Swedish,28,men,50875
2002,Swedish,29,men,50351
2002,Swedish,30,men,51246
2002,Swedish,31,men,51709
2002,Swedish,32,men,49595
2002,Swedish,33,men,49318
2002,Swedish,34,men,51654
2002,Swedish,35,men,55685
2002,Swedish,36,men,56448
2002,Swedish,37,men,56411
2002,Swedish,38,men,56130
2002,Swedish,39,men,51991
2002,Swedish,40,men,49030
2002,Swedish,41,men,47835
2002,Swedish,42,men,46513
2002,Swedish,43,men,48148
2002,Swedish,44,men,48238
2002,Swedish,45,men,48475
2002,Swedish,46,men,49726
2002,Swedish,47,men,48974
2002,Swedish,48,men,47916
2002,Swedish,49,men,50162
2002,Swedish,50,men,49943
2002,Swedish,51,men,49714
2002,Swedish,52,men,52186
2002,Swedish,53,men,54352
2002,Swedish,54,men,56284
2002,Swedish,55,men,57073
2002,Swedish,56,men,58393
2002,Swedish,57,men,58928
2002,Swedish,58,men,58093
2002,Swedish,59,men,53543
2002,Swedish,60,men,48705
2002,Swedish,61,men,41595
2002,Swedish,62,men,39463
2002,Swedish,63,men,39352
2002,Swedish,64,men,37393
2002,Swedish,65,men,35319
2002,Swedish,66,men,33915
2002,Swedish,67,men,32245
2002,Swedish,68,men,30614
2002,Swedish,69,men,29919
2002,Swedish,70,men,30552
2002,Swedish,71,men,29932
2002,Swedish,72,men,29481
2002,Swedish,73,men,28048
2002,Swedish,74,men,28258
2002,Swedish,75,men,26759
2002,Swedish,76,men,26404
2002,Swedish,77,men,26035
2002,Swedish,78,men,24785
2002,Swedish,79,men,24240
2002,Swedish,80,men,22355
2002,Swedish,81,men,22275
2002,Swedish,82,men,21563
2002,Swedish,83,men,16038
2002,Swedish,84,men,14122
2002,Swedish,85,men,12480
2002,Swedish,86,men,10772
2002,Swedish,87,men,8707
2002,Swedish,88,men,7579
2002,Swedish,89,men,6117
2002,Swedish,90,men,4734
2002,Swedish,91,men,3747
2002,Swedish,92,men,2739
2002,Swedish,93,men,2022
2002,Swedish,94,men,1297
2002,Swedish,95,men,954
2002,Swedish,96,men,601
2002,Swedish,97,men,341
2002,Swedish,98,men,197
2002,Swedish,99,men,132
2002,Swedish,100+,men,147
2002,Swedish,0,women,41153
2002,Swedish,1,women,38744
2002,Swedish,2,women,38265
2002,Swedish,3,women,37365
2002,Swedish,4,women,37381
2002,Swedish,5,women,37962
2002,Swedish,6,women,40301
2002,Swedish,7,women,43417
2002,Swedish,8,women,47882
2002,Swedish,9,women,50369
2002,Swedish,10,women,52793
2002,Swedish,11,women,53858
2002,Swedish,12,women,54644
2002,Swedish,13,women,51218
2002,Swedish,14,women,49497
2002,Swedish,15,women,46625
2002,Swedish,16,women,45413
2002,Swedish,17,women,43620
2002,Swedish,18,women,41654
2002,Swedish,19,women,40490
2002,Swedish,20,women,40910
2002,Swedish,21,women,41435
2002,Swedish,22,women,42415
2002,Swedish,23,women,41983
2002,Swedish,24,women,40619
2002,Swedish,25,women,41545
2002,Swedish,26,women,42666
2002,Swedish,27,women,45151
2002,Swedish,28,women,47905
2002,Swedish,29,women,47585
2002,Swedish,30,women,48129
2002,Swedish,31,women,48579
2002,Swedish,32,women,46945
2002,Swedish,33,women,46096
2002,Swedish,34,women,49125
2002,Swedish,35,women,52337
2002,Swedish,36,women,53286
2002,Swedish,37,women,53508
2002,Swedish,38,women,53871
2002,Swedish,39,women,49110
2002,Swedish,40,women,46955
2002,Swedish,41,women,45630
2002,Swedish,42,women,44934
2002,Swedish,43,women,45680
2002,Swedish,44,women,46232
2002,Swedish,45,women,47201
2002,Swedish,46,women,47107
2002,Swedish,47,women,47327
2002,Swedish,48,women,46292
2002,Swedish,49,women,48058
2002,Swedish,50,women,48047
2002,Swedish,51,women,47997
2002,Swedish,52,women,50045
2002,Swedish,53,women,52744
2002,Swedish,54,women,55215
2002,Swedish,55,women,55770
2002,Swedish,56,women,56925
2002,Swedish,57,women,56986
2002,Swedish,58,women,56498
2002,Swedish,59,women,52970
2002,Swedish,60,women,48095
2002,Swedish,61,women,41557
2002,Swedish,62,women,39687
2002,Swedish,63,women,39916
2002,Swedish,64,women,38411
2002,Swedish,65,women,36196
2002,Swedish,66,women,35469
2002,Swedish,67,women,33455
2002,Swedish,68,women,32939
2002,Swedish,69,women,32506
2002,Swedish,70,women,33781
2002,Swedish,71,women,33526
2002,Swedish,72,women,33944
2002,Swedish,73,women,32827
2002,Swedish,74,women,33806
2002,Swedish,75,women,32696
2002,Swedish,76,women,32945
2002,Swedish,77,women,33151
2002,Swedish,78,women,32815
2002,Swedish,79,women,32233
2002,Swedish,80,women,31464
2002,Swedish,81,women,32844
2002,Swedish,82,women,32705
2002,Swedish,83,women,25264
2002,Swedish,84,women,23494
2002,Swedish,85,women,22069
2002,Swedish,86,women,19712
2002,Swedish,87,women,17382
2002,Swedish,88,women,15597
2002,Swedish,89,women,13546
2002,Swedish,90,women,11585
2002,Swedish,91,women,9213
2002,Swedish,92,women,7425
2002,Swedish,93,women,5934
2002,Swedish,94,women,4384
2002,Swedish,95,women,3220
2002,Swedish,96,women,2295
2002,Swedish,97,women,1520
2002,Swedish,98,women,1018
2002,Swedish,99,women,666
2002,Swedish,100+,women,880
2002,foreign,0,men,5834
2002,foreign,1,men,6291
2002,foreign,2,men,6739
2002,foreign,3,men,6743
2002,foreign,4,men,7146
2002,foreign,5,men,7186
2002,foreign,6,men,7480
2002,foreign,7,men,8023
2002,foreign,8,men,8146
2002,foreign,9,men,8363
2002,foreign,10,men,8341
2002,foreign,11,men,8630
2002,foreign,12,men,8737
2002,foreign,13,men,8446
2002,foreign,14,men,8728
2002,foreign,15,men,8441
2002,foreign,16,men,8843
2002,foreign,17,men,8802
2002,foreign,18,men,8857
2002,foreign,19,men,8403
2002,foreign,20,men,8650
2002,foreign,21,men,8652
2002,foreign,22,men,9056
2002,foreign,23,men,8893
2002,foreign,24,men,9112
2002,foreign,25,men,9243
2002,foreign,26,men,9987
2002,foreign,27,men,10295
2002,foreign,28,men,10464
2002,foreign,29,men,10591
2002,foreign,30,men,11051
2002,foreign,31,men,11332
2002,foreign,32,men,11328
2002,foreign,33,men,11734
2002,foreign,34,men,12256
2002,foreign,35,men,12467
2002,foreign,36,men,12742
2002,foreign,37,men,13091
2002,foreign,38,men,13180
2002,foreign,39,men,12797
2002,foreign,40,men,12619
2002,foreign,41,men,11929
2002,foreign,42,men,12129
2002,foreign,43,men,11442
2002,foreign,44,men,11082
2002,foreign,45,men,11161
2002,foreign,46,men,10878
2002,foreign,47,men,10240
2002,foreign,48,men,10170
2002,foreign,49,men,9519
2002,foreign,50,men,9149
2002,foreign,51,men,8702
2002,foreign,52,men,8963
2002,foreign,53,men,8671
2002,foreign,54,men,8735
2002,foreign,55,men,8652
2002,foreign,56,men,8208
2002,foreign,57,men,7227
2002,foreign,58,men,6994
2002,foreign,59,men,6872
2002,foreign,60,men,6676
2002,foreign,61,men,6924
2002,foreign,62,men,6543
2002,foreign,63,men,6337
2002,foreign,64,men,5874
2002,foreign,65,men,5454
2002,foreign,66,men,4962
2002,foreign,67,men,4760
2002,foreign,68,men,4396
2002,foreign,69,men,3908
2002,foreign,70,men,3769
2002,foreign,71,men,3506
2002,foreign,72,men,3546
2002,foreign,73,men,3185
2002,foreign,74,men,2877
2002,foreign,75,men,2660
2002,foreign,76,men,2509
2002,foreign,77,men,2267
2002,foreign,78,men,2056
2002,foreign,79,men,1953
2002,foreign,80,men,1588
2002,foreign,81,men,1390
2002,foreign,82,men,1228
2002,foreign,83,men,928
2002,foreign,84,men,688
2002,foreign,85,men,566
2002,foreign,86,men,402
2002,foreign,87,men,409
2002,foreign,88,men,340
2002,foreign,89,men,258
2002,foreign,90,men,211
2002,foreign,91,men,181
2002,foreign,92,men,125
2002,foreign,93,men,73
2002,foreign,94,men,56
2002,foreign,95,men,32
2002,foreign,96,men,27
2002,foreign,97,men,16
2002,foreign,98,men,12
2002,foreign,99,men,12
2002,foreign,100+,men,23
2002,foreign,0,women,5598
2002,foreign,1,women,6311
2002,foreign,2,women,6466
2002,foreign,3,women,6766
2002,foreign,4,women,6858
2002,foreign,5,women,7014
2002,foreign,6,women,7230
2002,foreign,7,women,7584
2002,foreign,8,women,7857
2002,foreign,9,women,7814
2002,foreign,10,women,7927
2002,foreign,11,women,8066
2002,foreign,12,women,8137
2002,foreign,13,women,8082
2002,foreign,14,women,8135
2002,foreign,15,women,8252
2002,foreign,16,women,7987
2002,foreign,17,women,8204
2002,foreign,18,women,8150
2002,foreign,19,women,8345
2002,foreign,20,women,8643
2002,foreign,21,women,8932
2002,foreign,22,women,9528
2002,foreign,23,women,9588
2002,foreign,24,women,9744
2002,foreign,25,women,10182
2002,foreign,26,women,10578
2002,foreign,27,women,10987
2002,foreign,28,women,11320
2002,foreign,29,women,11339
2002,foreign,30,women,12001
2002,foreign,31,women,12116
2002,foreign,32,women,12409
2002,foreign,33,women,12410
2002,foreign,34,women,12578
2002,foreign,35,women,12433
2002,foreign,36,women,12353
2002,foreign,37,women,12390
2002,foreign,38,women,12494
2002,foreign,39,women,12194
2002,foreign,40,women,11938
2002,foreign,41,women,11685
2002,foreign,42,women,11983
2002,foreign,43,women,11453
2002,foreign,44,women,10895
2002,foreign,45,women,11247
2002,foreign,46,women,11006
2002,foreign,47,women,10624
2002,foreign,48,women,10423
2002,foreign,49,women,9968
2002,foreign,50,women,9821
2002,foreign,51,women,9461
2002,foreign,52,women,9608
2002,foreign,53,women,9504
2002,foreign,54,women,9295
2002,foreign,55,women,9152
2002,foreign,56,women,8530
2002,foreign,57,women,7553
2002,foreign,58,women,6716
2002,foreign,59,women,6439
2002,foreign,60,women,5911
2002,foreign,61,women,6664
2002,foreign,62,women,6113
2002,foreign,63,women,6404
2002,foreign,64,women,6159
2002,foreign,65,women,6116
2002,foreign,66,women,5879
2002,foreign,67,women,5709
2002,foreign,68,women,5616
2002,foreign,69,women,5115
2002,foreign,70,women,5238
2002,foreign,71,women,5145
2002,foreign,72,women,5413
2002,foreign,73,women,4874
2002,foreign,74,women,4803
2002,foreign,75,women,4393
2002,foreign,76,women,4225
2002,foreign,77,women,4064
2002,foreign,78,women,3701
2002,foreign,79,women,3375
2002,foreign,80,women,3093
2002,foreign,81,women,2741
2002,foreign,82,women,2449
2002,foreign,83,women,1811
2002,foreign,84,women,1616
2002,foreign,85,women,1368
2002,foreign,86,women,1132
2002,foreign,87,women,1048
2002,foreign,88,women,1062
2002,foreign,89,women,817
2002,foreign,90,women,664
2002,foreign,91,women,510
2002,foreign,92,women,404
2002,foreign,93,women,312
2002,foreign,94,women,237
2002,foreign,95,women,180
2002,foreign,96,women,120
2002,foreign,97,women,79
2002,foreign,98,women,52
2002,foreign,99,women,51
2002,foreign,100+,women,79
2003,Swedish,0,men,45042
2003,Swedish,1,men,43188
2003,Swedish,2,men,41231
2003,Swedish,3,men,40651
2003,Swedish,4,men,39415
2003,Swedish,5,men,39870
2003,Swedish,6,men,40172
2003,Swedish,7,men,42035
2003,Swedish,8,men,45887
2003,Swedish,9,men,49892
2003,Swedish,10,men,52345
2003,Swedish,11,men,55872
2003,Swedish,12,men,57074
2003,Swedish,13,men,57405
2003,Swedish,14,men,54248
2003,Swedish,15,men,52560
2003,Swedish,16,men,48776
2003,Swedish,17,men,47751
2003,Swedish,18,men,46290
2003,Swedish,19,men,44057
2003,Swedish,20,men,43192
2003,Swedish,21,men,43406
2003,Swedish,22,men,43304
2003,Swedish,23,men,44801
2003,Swedish,24,men,44156
2003,Swedish,25,men,42762
2003,Swedish,26,men,44442
2003,Swedish,27,men,45162
2003,Swedish,28,men,47657
2003,Swedish,29,men,50775
2003,Swedish,30,men,50264
2003,Swedish,31,men,51138
2003,Swedish,32,men,51658
2003,Swedish,33,men,49543
2003,Swedish,34,men,49277
2003,Swedish,35,men,51588
2003,Swedish,36,men,55625
2003,Swedish,37,men,56426
2003,Swedish,38,men,56354
2003,Swedish,39,men,56060
2003,Swedish,40,men,51950
2003,Swedish,41,men,48984
2003,Swedish,42,men,47781
2003,Swedish,43,men,46462
2003,Swedish,44,men,48078
2003,Swedish,45,men,48152
2003,Swedish,46,men,48387
2003,Swedish,47,men,49624
2003,Swedish,48,men,48847
2003,Swedish,49,men,47797
2003,Swedish,50,men,50010
2003,Swedish,51,men,49783
2003,Swedish,52,men,49566
2003,Swedish,53,men,51978
2003,Swedish,54,men,54120
2003,Swedish,55,men,56014
2003,Swedish,56,men,56780
2003,Swedish,57,men,58066
2003,Swedish,58,men,58594
2003,Swedish,59,men,57725
2003,Swedish,60,men,53154
2003,Swedish,61,men,48320
2003,Swedish,62,men,41138
2003,Swedish,63,men,39062
2003,Swedish,64,men,38915
2003,Swedish,65,men,36879
2003,Swedish,66,men,34790
2003,Swedish,67,men,33377
2003,Swedish,68,men,31687
2003,Swedish,69,men,30010
2003,Swedish,70,men,29249
2003,Swedish,71,men,29781
2003,Swedish,72,men,29124
2003,Swedish,73,men,28565
2003,Swedish,74,men,27097
2003,Swedish,75,men,27269
2003,Swedish,76,men,25661
2003,Swedish,77,men,25131
2003,Swedish,78,men,24707
2003,Swedish,79,men,23385
2003,Swedish,80,men,22631
2003,Swedish,81,men,20723
2003,Swedish,82,men,20369
2003,Swedish,83,men,19579
2003,Swedish,84,men,14350
2003,Swedish,85,men,12534
2003,Swedish,86,men,10851
2003,Swedish,87,men,9233
2003,Swedish,88,men,7300
2003,Swedish,89,men,6232
2003,Swedish,90,men,4979
2003,Swedish,91,men,3779
2003,Swedish,92,men,2842
2003,Swedish,93,men,2059
2003,Swedish,94,men,1478
2003,Swedish,95,men,926
2003,Swedish,96,men,644
2003,Swedish,97,men,368
2003,Swedish,98,men,216
2003,Swedish,99,men,126
2003,Swedish,100+,men,161
2003,Swedish,0,women,42318
2003,Swedish,1,women,40872
2003,Swedish,2,women,38626
2003,Swedish,3,women,38206
2003,Swedish,4,women,37321
2003,Swedish,5,women,37360
2003,Swedish,6,women,37935
2003,Swedish,7,women,40300
2003,Swedish,8,women,43408
2003,Swedish,9,women,47873
2003,Swedish,10,women,50374
2003,Swedish,11,women,52774
2003,Swedish,12,women,53879
2003,Swedish,13,women,54644
2003,Swedish,14,women,51214
2003,Swedish,15,women,49489
2003,Swedish,16,women,46625
2003,Swedish,17,women,45422
2003,Swedish,18,women,43646
2003,Swedish,19,women,41552
2003,Swedish,20,women,40471
2003,Swedish,21,women,40805
2003,Swedish,22,women,41283
2003,Swedish,23,women,42275
2003,Swedish,24,women,41827
2003,Swedish,25,women,40461
2003,Swedish,26,women,41366
2003,Swedish,27,women,42531
2003,Swedish,28,women,45002
2003,Swedish,29,women,47721
2003,Swedish,30,women,47511
2003,Swedish,31,women,48045
2003,Swedish,32,women,48513
2003,Swedish,33,women,46887
2003,Swedish,34,women,46071
2003,Swedish,35,women,49099
2003,Swedish,36,women,52324
2003,Swedish,37,women,53266
2003,Swedish,38,women,53461
2003,Swedish,39,women,53832
2003,Swedish,40,women,49086
2003,Swedish,41,women,46917
2003,Swedish,42,women,45580
2003,Swedish,43,women,44898
2003,Swedish,44,women,45645
2003,Swedish,45,women,46200
2003,Swedish,46,women,47160
2003,Swedish,47,women,47037
2003,Swedish,48,women,47264
2003,Swedish,49,women,46236
2003,Swedish,50,women,47974
2003,Swedish,51,women,47933
2003,Swedish,52,women,47898
2003,Swedish,53,women,49946
2003,Swedish,54,women,52616
2003,Swedish,55,women,55063
2003,Swedish,56,women,55603
2003,Swedish,57,women,56700
2003,Swedish,58,women,56760
2003,Swedish,59,women,56249
2003,Swedish,60,women,52723
2003,Swedish,61,women,47818
2003,Swedish,62,women,41296
2003,Swedish,63,women,39434
2003,Swedish,64,women,39631
2003,Swedish,65,women,38088
2003,Swedish,66,women,35918
2003,Swedish,67,women,35121
2003,Swedish,68,women,33103
2003,Swedish,69,women,32544
2003,Swedish,70,women,32066
2003,Swedish,71,women,33294
2003,Swedish,72,women,33019
2003,Swedish,73,women,33350
2003,Swedish,74,women,32224
2003,Swedish,75,women,33108
2003,Swedish,76,women,31882
2003,Swedish,77,women,32062
2003,Swedish,78,women,32148
2003,Swedish,79,women,31633
2003,Swedish,80,women,30919
2003,Swedish,81,women,29963
2003,Swedish,82,women,31120
2003,Swedish,83,women,30727
2003,Swedish,84,women,23556
2003,Swedish,85,women,21626
2003,Swedish,86,women,20113
2003,Swedish,87,women,17711
2003,Swedish,88,women,15365
2003,Swedish,89,women,13529
2003,Swedish,90,women,11546
2003,Swedish,91,women,9713
2003,Swedish,92,women,7551
2003,Swedish,93,women,5900
2003,Swedish,94,women,4612
2003,Swedish,95,women,3325
2003,Swedish,96,women,2345
2003,Swedish,97,women,1634
2003,Swedish,98,women,1037
2003,Swedish,99,women,661
2003,Swedish,100+,women,923
2003,foreign,0,men,6096
2003,foreign,1,men,6499
2003,foreign,2,men,6621
2003,foreign,3,men,7029
2003,foreign,4,men,7023
2003,foreign,5,men,7452
2003,foreign,6,men,7415
2003,foreign,7,men,7713
2003,foreign,8,men,8240
2003,foreign,9,men,8382
2003,foreign,10,men,8599
2003,foreign,11,men,8521
2003,foreign,12,men,8846
2003,foreign,13,men,8975
2003,foreign,14,men,8662
2003,foreign,15,men,8986
2003,foreign,16,men,8685
2003,foreign,17,men,9136
2003,foreign,18,men,9096
2003,foreign,19,men,9080
2003,foreign,20,men,8654
2003,foreign,21,men,9003
2003,foreign,22,men,9197
2003,foreign,23,men,9760
2003,foreign,24,men,9621
2003,foreign,25,men,9851
2003,foreign,26,men,9882
2003,foreign,27,men,10608
2003,foreign,28,men,10883
2003,foreign,29,men,10939
2003,foreign,30,men,11063
2003,foreign,31,men,11466
2003,foreign,32,men,11684
2003,foreign,33,men,11674
2003,foreign,34,men,11954
2003,foreign,35,men,12468
2003,foreign,36,men,12679
2003,foreign,37,men,12934
2003,foreign,38,men,13215
2003,foreign,39,men,13227
2003,foreign,40,men,12963
2003,foreign,41,men,12673
2003,foreign,42,men,11911
2003,foreign,43,men,12200
2003,foreign,44,men,11513
2003,foreign,45,men,11132
2003,foreign,46,men,11221
2003,foreign,47,men,10907
2003,foreign,48,men,10237
2003,foreign,49,men,10170
2003,foreign,50,men,9510
2003,foreign,51,men,9137
2003,foreign,52,men,8709
2003,foreign,53,men,8936
2003,foreign,54,men,8655
2003,foreign,55,men,8708
2003,foreign,56,men,8600
2003,foreign,57,men,8200
2003,foreign,58,men,7182
2003,foreign,59,men,6947
2003,foreign,60,men,6819
2003,foreign,61,men,6651
2003,foreign,62,men,6885
2003,foreign,63,men,6496
2003,foreign,64,men,6287
2003,foreign,65,men,5786
2003,foreign,66,men,5355
2003,foreign,67,men,4874
2003,foreign,68,men,4651
2003,foreign,69,men,4298
2003,foreign,70,men,3799
2003,foreign,71,men,3646
2003,foreign,72,men,3405
2003,foreign,73,men,3429
2003,foreign,74,men,3055
2003,foreign,75,men,2739
2003,foreign,76,men,2513
2003,foreign,77,men,2372
2003,foreign,78,men,2148
2003,foreign,79,men,1940
2003,foreign,80,men,1820
2003,foreign,81,men,1473
2003,foreign,82,men,1289
2003,foreign,83,men,1094
2003,foreign,84,men,831
2003,foreign,85,men,611
2003,foreign,86,men,501
2003,foreign,87,men,354
2003,foreign,88,men,350
2003,foreign,89,men,295
2003,foreign,90,men,217
2003,foreign,91,men,175
2003,foreign,92,men,140
2003,foreign,93,men,101
2003,foreign,94,men,57
2003,foreign,95,men,47
2003,foreign,96,men,22
2003,foreign,97,men,23
2003,foreign,98,men,11
2003,foreign,99,men,10
2003,foreign,100+,men,28
2003,foreign,0,women,5774
2003,foreign,1,women,6520
2003,foreign,2,women,6726
2003,foreign,3,women,6728
2003,foreign,4,women,7000
2003,foreign,5,women,7086
2003,foreign,6,women,7252
2003,foreign,7,women,7450
2003,foreign,8,women,7798
2003,foreign,9,women,8079
2003,foreign,10,women,8039
2003,foreign,11,women,8124
2003,foreign,12,women,8266
2003,foreign,13,women,8360
2003,foreign,14,women,8284
2003,foreign,15,women,8346
2003,foreign,16,women,8470
2003,foreign,17,women,8200
2003,foreign,18,women,8524
2003,foreign,19,women,8609
2003,foreign,20,women,8955
2003,foreign,21,women,9217
2003,foreign,22,women,9517
2003,foreign,23,women,10262
2003,foreign,24,women,10311
2003,foreign,25,women,10528
2003,foreign,26,women,10825
2003,foreign,27,women,11189
2003,foreign,28,women,11528
2003,foreign,29,women,11839
2003,foreign,30,women,11845
2003,foreign,31,women,12447
2003,foreign,32,women,12522
2003,foreign,33,women,12768
2003,foreign,34,women,12773
2003,foreign,35,women,12852
2003,foreign,36,women,12675
2003,foreign,37,women,12552
2003,foreign,38,women,12615
2003,foreign,39,women,12644
2003,foreign,40,women,12351
2003,foreign,41,women,12133
2003,foreign,42,women,11809
2003,foreign,43,women,12081
2003,foreign,44,women,11552
2003,foreign,45,women,10981
2003,foreign,46,women,11311
2003,foreign,47,women,11075
2003,foreign,48,women,10664
2003,foreign,49,women,10470
2003,foreign,50,women,10007
2003,foreign,51,women,9858
2003,foreign,52,women,9470
2003,foreign,53,women,9610
2003,foreign,54,women,9502
2003,foreign,55,women,9291
2003,foreign,56,women,9169
2003,foreign,57,women,8528
2003,foreign,58,women,7536
2003,foreign,59,women,6713
2003,foreign,60,women,6435
2003,foreign,61,women,5907
2003,foreign,62,women,6642
2003,foreign,63,women,6093
2003,foreign,64,women,6368
2003,foreign,65,women,6110
2003,foreign,66,women,6077
2003,foreign,67,women,5826
2003,foreign,68,women,5633
2003,foreign,69,women,5550
2003,foreign,70,women,5035
2003,foreign,71,women,5160
2003,foreign,72,women,5043
2003,foreign,73,women,5300
2003,foreign,74,women,4756
2003,foreign,75,women,4691
2003,foreign,76,women,4289
2003,foreign,77,women,4101
2003,foreign,78,women,3909
2003,foreign,79,women,3554
2003,foreign,80,women,3211
2003,foreign,81,women,2958
2003,foreign,82,women,2585
2003,foreign,83,women,2294
2003,foreign,84,women,1701
2003,foreign,85,women,1500
2003,foreign,86,women,1250
2003,foreign,87,women,999
2003,foreign,88,women,932
2003,foreign,89,women,945
2003,foreign,90,women,696
2003,foreign,91,women,577
2003,foreign,92,women,428
2003,foreign,93,women,319
2003,foreign,94,women,253
2003,foreign,95,women,184
2003,foreign,96,women,133
2003,foreign,97,women,83
2003,foreign,98,women,55
2003,foreign,99,women,42
2003,foreign,100+,women,88
2004,Swedish,0,men,45499
2004,Swedish,1,men,44694
2004,Swedish,2,men,43046
2004,Swedish,3,men,41167
2004,Swedish,4,men,40603
2004,Swedish,5,men,39379
2004,Swedish,6,men,39837
2004,Swedish,7,men,40152
2004,Swedish,8,men,42036
2004,Swedish,9,men,45864
2004,Swedish,10,men,49878
2004,Swedish,11,men,52330
2004,Swedish,12,men,55867
2004,Swedish,13,men,57068
2004,Swedish,14,men,57385
2004,Swedish,15,men,54244
2004,Swedish,16,men,52563
2004,Swedish,17,men,48763
2004,Swedish,18,men,47743
2004,Swedish,19,men,46278
2004,Swedish,20,men,44008
2004,Swedish,21,men,43151
2004,Swedish,22,men,43307
2004,Swedish,23,men,43250
2004,Swedish,24,men,44693
2004,Swedish,25,men,44058
2004,Swedish,26,men,42605
2004,Swedish,27,men,44292
2004,Swedish,28,men,45032
2004,Swedish,29,men,47506
2004,Swedish,30,men,50655
2004,Swedish,31,men,50113
2004,Swedish,32,men,51030
2004,Swedish,33,men,51600
2004,Swedish,34,men,49497
2004,Swedish,35,men,49205
2004,Swedish,36,men,51539
2004,Swedish,37,men,55593
2004,Swedish,38,men,56305
2004,Swedish,39,men,56293
2004,Swedish,40,men,55994
2004,Swedish,41,men,51877
2004,Swedish,42,men,48881
2004,Swedish,43,men,47708
2004,Swedish,44,men,46381
2004,Swedish,45,men,48016
2004,Swedish,46,men,48056
2004,Swedish,47,men,48287
2004,Swedish,48,men,49503
2004,Swedish,49,men,48712
2004,Swedish,50,men,47642
2004,Swedish,51,men,49830
2004,Swedish,52,men,49619
2004,Swedish,53,men,49396
2004,Swedish,54,men,51769
2004,Swedish,55,men,53852
2004,Swedish,56,men,55748
2004,Swedish,57,men,56415
2004,Swedish,58,men,57709
2004,Swedish,59,men,58204
2004,Swedish,60,men,57285
2004,Swedish,61,men,52694
2004,Swedish,62,men,47874
2004,Swedish,63,men,40744
2004,Swedish,64,men,38639
2004,Swedish,65,men,38420
2004,Swedish,66,men,36353
2004,Swedish,67,men,34246
2004,Swedish,68,men,32818
2004,Swedish,69,men,31065
2004,Swedish,70,men,29395
2004,Swedish,71,men,28534
2004,Swedish,72,men,29019
2004,Swedish,73,men,28308
2004,Swedish,74,men,27635
2004,Swedish,75,men,26161
2004,Swedish,76,men,26224
2004,Swedish,77,men,24520
2004,Swedish,78,men,23932
2004,Swedish,79,men,23385
2004,Swedish,80,men,21982
2004,Swedish,81,men,21063
2004,Swedish,82,men,19089
2004,Swedish,83,men,18672
2004,Swedish,84,men,17613
2004,Swedish,85,men,12805
2004,Swedish,86,men,10999
2004,Swedish,87,men,9391
2004,Swedish,88,men,7795
2004,Swedish,89,men,6043
2004,Swedish,90,men,5100
2004,Swedish,91,men,3966
2004,Swedish,92,men,2928
2004,Swedish,93,men,2149
2004,Swedish,94,men,1505
2004,Swedish,95,men,1065
2004,Swedish,96,men,639
2004,Swedish,97,men,439
2004,Swedish,98,men,241
2004,Swedish,99,men,124
2004,Swedish,100+,men,166
2004,Swedish,0,women,42990
2004,Swedish,1,women,42024
2004,Swedish,2,women,40766
2004,Swedish,3,women,38550
2004,Swedish,4,women,38166
2004,Swedish,5,women,37289
2004,Swedish,6,women,37312
2004,Swedish,7,women,37894
2004,Swedish,8,women,40266
2004,Swedish,9,women,43394
2004,Swedish,10,women,47864
2004,Swedish,11,women,50346
2004,Swedish,12,women,52765
2004,Swedish,13,women,53869
2004,Swedish,14,women,54644
2004,Swedish,15,women,51224
2004,Swedish,16,women,49500
2004,Swedish,17,women,46636
2004,Swedish,18,women,45419
2004,Swedish,19,women,43553
2004,Swedish,20,women,41497
2004,Swedish,21,women,40362
2004,Swedish,22,women,40711
2004,Swedish,23,women,41172
2004,Swedish,24,women,42195
2004,Swedish,25,women,41732
2004,Swedish,26,women,40337
2004,Swedish,27,women,41230
2004,Swedish,28,women,42375
2004,Swedish,29,women,44862
2004,Swedish,30,women,47624
2004,Swedish,31,women,47406
2004,Swedish,32,women,47967
2004,Swedish,33,women,48415
2004,Swedish,34,women,46811
2004,Swedish,35,women,46032
2004,Swedish,36,women,49050
2004,Swedish,37,women,52283
2004,Swedish,38,women,53204
2004,Swedish,39,women,53405
2004,Swedish,40,women,53787
2004,Swedish,41,women,49068
2004,Swedish,42,women,46869
2004,Swedish,43,women,45550
2004,Swedish,44,women,44859
2004,Swedish,45,women,45610
2004,Swedish,46,women,46160
2004,Swedish,47,women,47089
2004,Swedish,48,women,46955
2004,Swedish,49,women,47173
2004,Swedish,50,women,46131
2004,Swedish,51,women,47876
2004,Swedish,52,women,47851
2004,Swedish,53,women,47792
2004,Swedish,54,women,49811
