year,background,age,sex,population
2006,Swedish,25,women,40960
2006,Swedish,26,women,41843
2006,Swedish,27,women,41322
2006,Swedish,28,women,40002
2006,Swedish,29,women,40880
2006,Swedish,30,women,42064
2006,Swedish,31,women,44578
2006,Swedish,32,women,47308
2006,Swedish,33,women,47186
2006,Swedish,34,women,47828
2006,Swedish,35,women,48320
2006,Swedish,36,women,46694
2006,Swedish,37,women,45914
2006,Swedish,38,women,48916
2006,Swedish,39,women,52141
2006,Swedish,40,women,53076
2006,Swedish,41,women,53261
2006,Swedish,42,women,53642
2006,Swedish,43,women,48946
2006,Swedish,44,women,46777
2006,Swedish,45,women,45428
2006,Swedish,46,women,44734
2006,Swedish,47,women,45482
2006,Swedish,48,women,46026
2006,Swedish,49,women,46916
2006,Swedish,50,women,46805
2006,Swedish,51,women,46943
2006,Swedish,52,women,45891
2006,Swedish,53,women,47624
2006,Swedish,54,women,47554
2006,Swedish,55,women,47519
2006,Swedish,56,women,49472
2006,Swedish,57,women,52058
2006,Swedish,58,women,54437
2006,Swedish,59,women,54946
2006,Swedish,60,women,55937
2006,Swedish,61,women,55898
2006,Swedish,62,women,55323
2006,Swedish,63,women,51751
2006,Swedish,64,women,46939
2006,Swedish,65,women,40399
2006,Swedish,66,women,38512
2006,Swedish,67,women,38662
2006,Swedish,68,women,37058
2006,Swedish,69,women,34886
2006,Swedish,70,women,34012
2006,Swedish,71,women,31869
2006,Swedish,72,women,31232
2006,Swedish,73,women,30667
2006,Swedish,74,women,31616
2006,Swedish,75,women,31263
2006,Swedish,76,women,31285
2006,Swedish,77,women,30068
2006,Swedish,78,women,30578
2006,Swedish,79,women,29133
2006,Swedish,80,women,28907
2006,Swedish,81,women,28572
2006,Swedish,82,women,27724
2006,Swedish,83,women,26483
2006,Swedish,84,women,25004
2006,Swedish,85,women,25318
2006,Swedish,86,women,24401
2006,Swedish,87,women,18090
2006,Swedish,88,women,15816
2006,Swedish,89,women,14042
2006,Swedish,90,women,11878
2006,Swedish,91,women,9704
2006,Swedish,92,women,7966
2006,Swedish,93,women,6422
2006,Swedish,94,women,5057
2006,Swedish,95,women,3618
2006,Swedish,96,women,2578
2006,Swedish,97,women,1860
2006,Swedish,98,women,1255
2006,Swedish,99,women,751
2006,Swedish,100+,women,1105
2006,foreign,0,men,7455
2006,foreign,1,men,7612
2006,foreign,2,men,7931
2006,foreign,3,men,7578
2006,foreign,4,men,7613
2006,foreign,5,men,7498
2006,foreign,6,men,7975
2006,foreign,7,men,7834
2006,foreign,8,men,8291
2006,foreign,9,men,8255
2006,foreign,10,men,8487
2006,foreign,11,men,9111
2006,foreign,12,men,9203
2006,foreign,13,men,9419
2006,foreign,14,men,9352
2006,foreign,15,men,9621
2006,foreign,16,men,9799
2006,foreign,17,men,9517
2006,foreign,18,men,9820
2006,foreign,19,men,9533
2006,foreign,20,men,10111
2006,foreign,21,men,10345
2006,foreign,22,men,10681
2006,foreign,23,men,10945
2006,foreign,24,men,11858
2006,foreign,25,men,12091
2006,foreign,26,men,12803
2006,foreign,27,men,12508
2006,foreign,28,men,12511
2006,foreign,29,men,12237
2006,foreign,30,men,12822
2006,foreign,31,men,12772
2006,foreign,32,men,12689
2006,foreign,33,men,12490
2006,foreign,34,men,12865
2006,foreign,35,men,12717
2006,foreign,36,men,12826
2006,foreign,37,men,12767
2006,foreign,38,men,13178
2006,foreign,39,men,13391
2006,foreign,40,men,13395
2006,foreign,41,men,13747
2006,foreign,42,men,13611
2006,foreign,43,men,13355
2006,foreign,44,men,13005
2006,foreign,45,men,12225
2006,foreign,46,men,12524
2006,foreign,47,men,11678
2006,foreign,48,men,11274
2006,foreign,49,men,11354
2006,foreign,50,men,11013
2006,foreign,51,men,10349
2006,foreign,52,men,10190
2006,foreign,53,men,9510
2006,foreign,54,men,9138
2006,foreign,55,men,8668
2006,foreign,56,men,8892
2006,foreign,57,men,8528
2006,foreign,58,men,8564
2006,foreign,59,men,8490
2006,foreign,60,men,8069
2006,foreign,61,men,7033
2006,foreign,62,men,6806
2006,foreign,63,men,6638
2006,foreign,64,men,6527
2006,foreign,65,men,6631
2006,foreign,66,men,6246
2006,foreign,67,men,6028
2006,foreign,68,men,5529
2006,foreign,69,men,5047
2006,foreign,70,men,4519
2006,foreign,71,men,4310
2006,foreign,72,men,3940
2006,foreign,73,men,3473
2006,foreign,74,men,3292
2006,foreign,75,men,2995
2006,foreign,76,men,3060
2006,foreign,77,men,2648
2006,foreign,78,men,2380
2006,foreign,79,men,2129
2006,foreign,80,men,1954
2006,foreign,81,men,1705
2006,foreign,82,men,1509
2006,foreign,83,men,1407
2006,foreign,84,men,1108
2006,foreign,85,men,945
2006,foreign,86,men,766
2006,foreign,87,men,554
2006,foreign,88,men,394
2006,foreign,89,men,315
2006,foreign,90,men,205
2006,foreign,91,men,179
2006,foreign,92,men,155
2006,foreign,93,men,104
2006,foreign,94,men,83
2006,foreign,95,men,49
2006,foreign,96,men,44
2006,foreign,97,men,18
2006,foreign,98,men,26
2006,foreign,99,men,9
2006,foreign,100+,men,27
2006,foreign,0,women,6928
2006,foreign,1,women,7456
2006,foreign,2,women,7640
2006,foreign,3,women,7690
2006,foreign,4,women,7661
2006,foreign,5,women,7531
2006,foreign,6,women,7631
2006,foreign,7,women,7739
2006,foreign,8,women,7882
2006,foreign,9,women,8057
2006,foreign,10,women,8180
2006,foreign,11,women,8612
2006,foreign,12,women,8816
2006,foreign,13,women,8776
2006,foreign,14,women,8866
2006,foreign,15,women,8951
2006,foreign,16,women,9122
2006,foreign,17,women,9019
2006,foreign,18,women,9208
2006,foreign,19,women,9586
2006,foreign,20,women,9722
2006,foreign,21,women,10366
2006,foreign,22,women,10721
2006,foreign,23,women,11346
2006,foreign,24,women,11781
2006,foreign,25,women,12143
2006,foreign,26,women,12904
2006,foreign,27,women,12680
2006,foreign,28,women,12753
2006,foreign,29,women,12938
2006,foreign,30,women,13046
2006,foreign,31,women,13248
2006,foreign,32,women,13321
2006,foreign,33,women,13216
2006,foreign,34,women,13731
2006,foreign,35,women,13536
2006,foreign,36,women,13808
2006,foreign,37,women,13699
2006,foreign,38,women,13657
2006,foreign,39,women,13453
2006,foreign,40,women,13208
2006,foreign,41,women,13245
2006,foreign,42,women,13194
2006,foreign,43,women,12906
2006,foreign,44,women,12620
2006,foreign,45,women,12216
2006,foreign,46,women,12517
2006,foreign,47,women,11864
2006,foreign,48,women,11283
2006,foreign,49,women,11574
2006,foreign,50,women,11259
2006,foreign,51,women,10859
2006,foreign,52,women,10596
2006,foreign,53,women,10124
2006,foreign,54,women,9925
2006,foreign,55,women,9545
2006,foreign,56,women,9689
2006,foreign,57,women,9534
2006,foreign,58,women,9274
2006,foreign,59,women,9094
2006,foreign,60,women,8503
2006,foreign,61,women,7501
2006,foreign,62,women,6684
2006,foreign,63,women,6398
2006,foreign,64,women,5841
2006,foreign,65,women,6514
2006,foreign,66,women,5991
2006,foreign,67,women,6222
2006,foreign,68,women,5913
2006,foreign,69,women,5909
2006,foreign,70,women,5651
2006,foreign,71,women,5428
2006,foreign,72,women,5286
2006,foreign,73,women,4780
2006,foreign,74,women,4859
2006,foreign,75,women,4734
2006,foreign,76,women,4955
2006,foreign,77,women,4385
2006,foreign,78,women,4226
2006,foreign,79,women,3880
2006,foreign,80,women,3653
2006,foreign,81,women,3438
2006,foreign,82,women,3059
2006,foreign,83,women,2741
2006,foreign,84,women,2410
2006,foreign,85,women,2076
2006,foreign,86,women,1785
2006,foreign,87,women,1295
2006,foreign,88,women,1088
2006,foreign,89,women,864
2006,foreign,90,women,667
2006,foreign,91,women,580
2006,foreign,92,women,578
2006,foreign,93,women,417
2006,foreign,94,women,329
2006,foreign,95,women,223
2006,foreign,96,women,160
2006,foreign,97,women,119
2006,foreign,98,women,75
2006,foreign,99,women,54
2006,foreign,100+,women,83
2007,Swedish,0,men,47422
2007,Swedish,1,men,46855
2007,Swedish,2,men,44957
2007,Swedish,3,men,44887
2007,Swedish,4,men,44415
2007,Swedish,5,men,42808
2007,Swedish,6,men,40977
2007,Swedish,7,men,40479
2007,Swedish,8,men,39256
2007,Swedish,9,men,39705
2007,Swedish,10,men,40082
2007,Swedish,11,men,41926
2007,Swedish,12,men,45820
2007,Swedish,13,men,49801
2007,Swedish,14,men,52266
2007,Swedish,15,men,55824
2007,Swedish,16,men,57071
2007,Swedish,17,men,57354
2007,Swedish,18,men,54204
2007,Swedish,19,men,52483
2007,Swedish,20,men,48572
2007,Swedish,21,men,47485
2007,Swedish,22,men,45921
2007,Swedish,23,men,43671
2007,Swedish,24,men,42788
2007,Swedish,25,men,42887
2007,Swedish,26,men,42729
2007,Swedish,27,men,44061
2007,Swedish,28,men,43495
2007,Swedish,29,men,42102
2007,Swedish,30,men,43803
2007,Swedish,31,men,44525
2007,Swedish,32,men,47043
2007,Swedish,33,men,50296
2007,Swedish,34,men,49758
2007,Swedish,35,men,50747
2007,Swedish,36,men,51293
2007,Swedish,37,men,49244
2007,Swedish,38,men,48898
2007,Swedish,39,men,51280
2007,Swedish,40,men,55282
2007,Swedish,41,men,56021
2007,Swedish,42,men,55947
2007,Swedish,43,men,55621
2007,Swedish,44,men,51614
2007,Swedish,45,men,48545
2007,Swedish,46,men,47426
2007,Swedish,47,men,46065
2007,Swedish,48,men,47680
2007,Swedish,49,men,47724
2007,Swedish,50,men,47888
2007,Swedish,51,men,49029
2007,Swedish,52,men,48169
2007,Swedish,53,men,47157
2007,Swedish,54,men,49269
2007,Swedish,55,men,48917
2007,Swedish,56,men,48665
2007,Swedish,57,men,50922
2007,Swedish,58,men,52957
2007,Swedish,59,men,54710
2007,Swedish,60,men,55286
2007,Swedish,61,men,56482
2007,Swedish,62,men,56769
2007,Swedish,63,men,55697
2007,Swedish,64,men,51090
2007,Swedish,65,men,46330
2007,Swedish,66,men,39266
2007,Swedish,67,men,37039
2007,Swedish,68,men,36722
2007,Swedish,69,men,34627
2007,Swedish,70,men,32462
2007,Swedish,71,men,30969
2007,Swedish,72,men,29093
2007,Swedish,73,men,27269
2007,Swedish,74,men,26364
2007,Swedish,75,men,26536
2007,Swedish,76,men,25424
2007,Swedish,77,men,24618
2007,Swedish,78,men,22941
2007,Swedish,79,men,22721
2007,Swedish,80,men,20760
2007,Swedish,81,men,19902
2007,Swedish,82,men,18864
2007,Swedish,83,men,17281
2007,Swedish,84,men,16243
2007,Swedish,85,men,14014
2007,Swedish,86,men,13283
2007,Swedish,87,men,11880
2007,Swedish,88,men,8365
2007,Swedish,89,men,6694
2007,Swedish,90,men,5360
2007,Swedish,91,men,4181
2007,Swedish,92,men,3027
2007,Swedish,93,men,2385
2007,Swedish,94,men,1659
2007,Swedish,95,men,1150
2007,Swedish,96,men,719
2007,Swedish,97,men,518
2007,Swedish,98,men,306
2007,Swedish,99,men,172
2007,Swedish,100+,men,202
2007,Swedish,0,women,44806
2007,Swedish,1,women,44328
2007,Swedish,2,women,42563
2007,Swedish,3,women,42378
2007,Swedish,4,women,41747
2007,Swedish,5,women,40518
2007,Swedish,6,women,38380
2007,Swedish,7,women,38007
2007,Swedish,8,women,37131
2007,Swedish,9,women,37210
2007,Swedish,10,women,37795
2007,Swedish,11,women,40218
2007,Swedish,12,women,43346
2007,Swedish,13,women,47807
2007,Swedish,14,women,50305
2007,Swedish,15,women,52733
2007,Swedish,16,women,53841
2007,Swedish,17,women,54622
2007,Swedish,18,women,51222
2007,Swedish,19,women,49370
2007,Swedish,20,women,46345
2007,Swedish,21,women,44959
2007,Swedish,22,women,43120
2007,Swedish,23,women,41050
2007,Swedish,24,women,39921
2007,Swedish,25,women,40300
2007,Swedish,26,women,40783
2007,Swedish,27,women,41629
2007,Swedish,28,women,41123
2007,Swedish,29,women,39842
2007,Swedish,30,women,40768
2007,Swedish,31,women,41952
2007,Swedish,32,women,44473
2007,Swedish,33,women,47276
2007,Swedish,34,women,47110
2007,Swedish,35,women,47784
2007,Swedish,36,women,48251
2007,Swedish,37,women,46650
2007,Swedish,38,women,45853
2007,Swedish,39,women,48856
2007,Swedish,40,women,52075
2007,Swedish,41,women,53017
2007,Swedish,42,women,53193
2007,Swedish,43,women,53595
2007,Swedish,44,women,48899
2007,Swedish,45,women,46707
2007,Swedish,46,women,45384
2007,Swedish,47,women,44662
2007,Swedish,48,women,45435
2007,Swedish,49,women,45967
2007,Swedish,50,women,46812
2007,Swedish,51,women,46725
2007,Swedish,52,women,46847
2007,Swedish,53,women,45770
2007,Swedish,54,women,47508
2007,Swedish,55,women,47426
2007,Swedish,56,women,47364
2007,Swedish,57,women,49330
2007,Swedish,58,women,51851
2007,Swedish,59,women,54206
2007,Swedish,60,women,54681
2007,Swedish,61,women,55680
2007,Swedish,62,women,55608
2007,Swedish,63,women,54990
2007,Swedish,64,women,51407
2007,Swedish,65,women,46564
2007,Swedish,66,women,40045
2007,Swedish,67,women,38157
2007,Swedish,68,women,38273
2007,Swedish,69,women,36680
2007,Swedish,70,women,34472
2007,Swedish,71,women,33588
2007,Swedish,72,women,31410
2007,Swedish,73,women,30729
2007,Swedish,74,women,30145
2007,Swedish,75,women,30971
2007,Swedish,76,women,30557
2007,Swedish,77,women,30439
2007,Swedish,78,women,29185
2007,Swedish,79,women,29535
2007,Swedish,80,women,28048
2007,Swedish,81,women,27631
2007,Swedish,82,women,27166
2007,Swedish,83,women,26136
2007,Swedish,84,women,24820
2007,Swedish,85,women,23083
2007,Swedish,86,women,23207
2007,Swedish,87,women,21979
2007,Swedish,88,women,16062
2007,Swedish,89,women,13719
2007,Swedish,90,women,12082
2007,Swedish,91,women,9993
2007,Swedish,92,women,8017
2007,Swedish,93,women,6320
2007,Swedish,94,women,5001
2007,Swedish,95,women,3843
2007,Swedish,96,women,2644
2007,Swedish,97,women,1820
2007,Swedish,98,women,1255
2007,Swedish,99,women,851
2007,Swedish,100+,women,1145
2007,foreign,0,men,8005
2007,foreign,1,men,8387
2007,foreign,2,men,8183
2007,foreign,3,men,8481
2007,foreign,4,men,8002
2007,foreign,5,men,8001
2007,foreign,6,men,7969
2007,foreign,7,men,8385
2007,foreign,8,men,8260
2007,foreign,9,men,8691
2007,foreign,10,men,8694
2007,foreign,11,men,8952
2007,foreign,12,men,9524
2007,foreign,13,men,9606
2007,foreign,14,men,9779
2007,foreign,15,men,9756
2007,foreign,16,men,10210
2007,foreign,17,men,10528
2007,foreign,18,men,10077
2007,foreign,19,men,10241
2007,foreign,20,men,10072
2007,foreign,21,men,10850
2007,foreign,22,men,11402
2007,foreign,23,men,12110
2007,foreign,24,men,12500
2007,foreign,25,men,13346
2007,foreign,26,men,13491
2007,foreign,27,men,14084
2007,foreign,28,men,13741
2007,foreign,29,men,13608
2007,foreign,30,men,13213
2007,foreign,31,men,13700
2007,foreign,32,men,13663
2007,foreign,33,men,13435
2007,foreign,34,men,13150
2007,foreign,35,men,13498
2007,foreign,36,men,13281
2007,foreign,37,men,13391
2007,foreign,38,men,13231
2007,foreign,39,men,13644
2007,foreign,40,men,13787
2007,foreign,41,men,13776
2007,foreign,42,men,14040
2007,foreign,43,men,13866
2007,foreign,44,men,13636
2007,foreign,45,men,13268
2007,foreign,46,men,12439
2007,foreign,47,men,12722
2007,foreign,48,men,11824
2007,foreign,49,men,11381
2007,foreign,50,men,11491
2007,foreign,51,men,11105
2007,foreign,52,men,10400
2007,foreign,53,men,10254
2007,foreign,54,men,9533
2007,foreign,55,men,9157
2007,foreign,56,men,8657
2007,foreign,57,men,8898
2007,foreign,58,men,8494
2007,foreign,59,men,8547
2007,foreign,60,men,8472
2007,foreign,61,men,8040
2007,foreign,62,men,7016
2007,foreign,63,men,6767
2007,foreign,64,men,6571
2007,foreign,65,men,6460
2007,foreign,66,men,6532
2007,foreign,67,men,6176
2007,foreign,68,men,5909
2007,foreign,69,men,5436
2007,foreign,70,men,4935
2007,foreign,71,men,4410
2007,foreign,72,men,4202
2007,foreign,73,men,3805
2007,foreign,74,men,3354
2007,foreign,75,men,3186
2007,foreign,76,men,2872
2007,foreign,77,men,2932
2007,foreign,78,men,2507
2007,foreign,79,men,2245
2007,foreign,80,men,1963
2007,foreign,81,men,1798
2007,foreign,82,men,1576
2007,foreign,83,men,1381
2007,foreign,84,men,1260
2007,foreign,85,men,981
2007,foreign,86,men,838
2007,foreign,87,men,657
2007,foreign,88,men,464
2007,foreign,89,men,333
2007,foreign,90,men,267
2007,foreign,91,men,170
2007,foreign,92,men,138
2007,foreign,93,men,124
2007,foreign,94,men,79
2007,foreign,95,men,66
2007,foreign,96,men,35
2007,foreign,97,men,30
2007,foreign,98,men,11
2007,foreign,99,men,16
2007,foreign,100+,men,23
2007,foreign,0,women,7524
2007,foreign,1,women,7961
2007,foreign,2,women,8094
2007,foreign,3,women,8152
2007,foreign,4,women,8158
2007,foreign,5,women,8084
2007,foreign,6,women,7925
2007,foreign,7,women,8048
2007,foreign,8,women,8123
2007,foreign,9,women,8281
2007,foreign,10,women,8448
2007,foreign,11,women,8569
2007,foreign,12,women,8972
2007,foreign,13,women,9144
2007,foreign,14,women,9136
2007,foreign,15,women,9187
2007,foreign,16,women,9301
2007,foreign,17,women,9492
2007,foreign,18,women,9547
2007,foreign,19,women,9965
2007,foreign,20,women,10371
2007,foreign,21,women,10547
2007,foreign,22,women,11351
2007,foreign,23,women,11911
2007,foreign,24,women,12580
2007,foreign,25,women,12936
2007,foreign,26,women,13242
2007,foreign,27,women,13913
2007,foreign,28,women,13606
2007,foreign,29,women,13534
2007,foreign,30,women,13667
2007,foreign,31,women,13799
2007,foreign,32,women,13899
2007,foreign,33,women,13902
2007,foreign,34,women,13769
2007,foreign,35,women,14240
2007,foreign,36,women,14034
2007,foreign,37,women,14226
2007,foreign,38,women,14091
2007,foreign,39,women,14000
2007,foreign,40,women,13747
2007,foreign,41,women,13492
2007,foreign,42,women,13544
2007,foreign,43,women,13418
2007,foreign,44,women,13117
2007,foreign,45,women,12863
2007,foreign,46,women,12405
2007,foreign,47,women,12694
2007,foreign,48,women,12015
2007,foreign,49,women,11422
2007,foreign,50,women,11668
2007,foreign,51,women,11383
2007,foreign,52,women,10948
2007,foreign,53,women,10667
2007,foreign,54,women,10179
2007,foreign,55,women,10000
2007,foreign,56,women,9585
2007,foreign,57,women,9732
2007,foreign,58,women,9567
2007,foreign,59,women,9277
2007,foreign,60,women,9089
2007,foreign,61,women,8502
2007,foreign,62,women,7489
2007,foreign,63,women,6681
2007,foreign,64,women,6386
2007,foreign,65,women,5793
2007,foreign,66,women,6445
2007,foreign,67,women,5979
2007,foreign,68,women,6185
2007,foreign,69,women,5868
2007,foreign,70,women,5838
2007,foreign,71,women,5586
2007,foreign,72,women,5337
2007,foreign,73,women,5175
2007,foreign,74,women,4691
2007,foreign,75,women,4745
2007,foreign,76,women,4600
2007,foreign,77,women,4819
2007,foreign,78,women,4230
2007,foreign,79,women,4068
2007,foreign,80,women,3703
2007,foreign,81,women,3475
2007,foreign,82,women,3239
2007,foreign,83,women,2843
2007,foreign,84,women,2581
2007,foreign,85,women,2218
2007,foreign,86,women,1865
2007,foreign,87,women,1602
2007,foreign,88,women,1162
2007,foreign,89,women,958
2007,foreign,90,women,740
2007,foreign,91,women,571
2007,foreign,92,women,470
2007,foreign,93,women,460
2007,foreign,94,women,322
2007,foreign,95,women,247
2007,foreign,96,women,166
2007,foreign,97,women,121
2007,foreign,98,women,83
2007,foreign,99,women,51
2007,foreign,100+,women,88
2008,Swedish,0,men,48135
2008,Swedish,1,men,47046
2008,Swedish,2,men,46689
2008,Swedish,3,men,44843
2008,Swedish,4,men,44814
2008,Swedish,5,men,44325
2008,Swedish,6,men,42758
2008,Swedish,7,men,40948
2008,Swedish,8,men,40462
2008,Swedish,9,men,39209
2008,Swedish,10,men,39664
2008,Swedish,11,men,40050
2008,Swedish,12,men,41916
2008,Swedish,13,men,45811
2008,Swedish,14,men,49816
2008,Swedish,15,men,52271
2008,Swedish,16,men,55835
2008,Swedish,17,men,57047
2008,Swedish,18,men,57349
2008,Swedish,19,men,54098
2008,Swedish,20,men,52367
2008,Swedish,21,men,48398
2008,Swedish,22,men,47306
2008,Swedish,23,men,45759
2008,Swedish,24,men,43506
2008,Swedish,25,men,42614
2008,Swedish,26,men,42686
2008,Swedish,27,men,42535
2008,Swedish,28,men,43864
2008,Swedish,29,men,43335
2008,Swedish,30,men,41936
2008,Swedish,31,men,43680
2008,Swedish,32,men,44414
2008,Swedish,33,men,46930
2008,Swedish,34,men,50205
2008,Swedish,35,men,49691
2008,Swedish,36,men,50643
2008,Swedish,37,men,51162
2008,Swedish,38,men,49152
2008,Swedish,39,men,48816
2008,Swedish,40,men,51188
2008,Swedish,41,men,55163
2008,Swedish,42,men,55917
2008,Swedish,43,men,55816
2008,Swedish,44,men,55492
2008,Swedish,45,men,51509
2008,Swedish,46,men,48436
2008,Swedish,47,men,47308
2008,Swedish,48,men,45937
2008,Swedish,49,men,47549
2008,Swedish,50,men,47551
2008,Swedish,51,men,47727
2008,Swedish,52,men,48834
2008,Swedish,53,men,47956
2008,Swedish,54,men,46949
2008,Swedish,55,men,49059
2008,Swedish,56,men,48713
2008,Swedish,57,men,48382
2008,Swedish,58,men,50598
2008,Swedish,59,men,52625
2008,Swedish,60,men,54319
2008,Swedish,61,men,54833
2008,Swedish,62,men,56007
2008,Swedish,63,men,56246
2008,Swedish,64,men,55073
2008,Swedish,65,men,50512
2008,Swedish,66,men,45736
2008,Swedish,67,men,38712
2008,Swedish,68,men,36489
2008,Swedish,69,men,36063
2008,Swedish,70,men,33979
2008,Swedish,71,men,31799
2008,Swedish,72,men,30258
2008,Swedish,73,men,28381
2008,Swedish,74,men,26478
2008,Swedish,75,men,25470
2008,Swedish,76,men,25613
2008,Swedish,77,men,24407
2008,Swedish,78,men,23525
2008,Swedish,79,men,21804
2008,Swedish,80,men,21441
2008,Swedish,81,men,19365
2008,Swedish,82,men,18420
2008,Swedish,83,men,17296
2008,Swedish,84,men,15649
2008,Swedish,85,men,14569
2008,Swedish,86,men,12388
2008,Swedish,87,men,11516
2008,Swedish,88,men,10141
2008,Swedish,89,men,6992
2008,Swedish,90,men,5444
2008,Swedish,91,men,4341
2008,Swedish,92,men,3267
2008,Swedish,93,men,2255
2008,Swedish,94,men,1742
2008,Swedish,95,men,1214
2008,Swedish,96,men,782
2008,Swedish,97,men,492
2008,Swedish,98,men,340
2008,Swedish,99,men,200
2008,Swedish,100+,men,209
2008,Swedish,0,women,45203
2008,Swedish,1,women,44413
2008,Swedish,2,women,44159
2008,Swedish,3,women,42472
2008,Swedish,4,women,42319
2008,Swedish,5,women,41674
2008,Swedish,6,women,40468
2008,Swedish,7,women,38340
2008,Swedish,8,women,37960
2008,Swedish,9,women,37106
2008,Swedish,10,women,37191
2008,Swedish,11,women,37777
2008,Swedish,12,women,40212
2008,Swedish,13,women,43310
2008,Swedish,14,women,47796
2008,Swedish,15,women,50307
2008,Swedish,16,women,52735
2008,Swedish,17,women,53835
2008,Swedish,18,women,54635
2008,Swedish,19,women,51032
2008,Swedish,20,women,49157
2008,Swedish,21,women,46153
2008,Swedish,22,women,44774
2008,Swedish,23,women,42947
2008,Swedish,24,women,40880
2008,Swedish,25,women,39733
2008,Swedish,26,women,40079
2008,Swedish,27,women,40613
2008,Swedish,28,women,41520
2008,Swedish,29,women,41013
2008,Swedish,30,women,39721
2008,Swedish,31,women,40703
2008,Swedish,32,women,41915
2008,Swedish,33,women,44437
2008,Swedish,34,women,47222
2008,Swedish,35,women,47068
2008,Swedish,36,women,47766
2008,Swedish,37,women,48206
2008,Swedish,38,women,46581
2008,Swedish,39,women,45797
2008,Swedish,40,women,48809
2008,Swedish,41,women,52021
2008,Swedish,42,women,52988
2008,Swedish,43,women,53156
2008,Swedish,44,women,53529
2008,Swedish,45,women,48851
2008,Swedish,46,women,46671
2008,Swedish,47,women,45333
2008,Swedish,48,women,44597
2008,Swedish,49,women,45355
2008,Swedish,50,women,45870
2008,Swedish,51,women,46720
2008,Swedish,52,women,46607
2008,Swedish,53,women,46742
2008,Swedish,54,women,45657
2008,Swedish,55,women,47374
2008,Swedish,56,women,47277
2008,Swedish,57,women,47171
2008,Swedish,58,women,49153
2008,Swedish,59,women,51656
2008,Swedish,60,women,53936
2008,Swedish,61,women,54426
2008,Swedish,62,women,55395
2008,Swedish,63,women,55281
2008,Swedish,64,women,54609
2008,Swedish,65,women,51013
2008,Swedish,66,women,46189
2008,Swedish,67,women,39670
2008,Swedish,68,women,37814
2008,Swedish,69,women,37846
2008,Swedish,70,women,36273
2008,Swedish,71,women,34057
2008,Swedish,72,women,33134
2008,Swedish,73,women,30941
2008,Swedish,74,women,30193
2008,Swedish,75,women,29564
2008,Swedish,76,women,30296
2008,Swedish,77,women,29812
2008,Swedish,78,women,29571
2008,Swedish,79,women,28293
2008,Swedish,80,women,28466
2008,Swedish,81,women,26844
2008,Swedish,82,women,26329
2008,Swedish,83,women,25619
2008,Swedish,84,women,24509
2008,Swedish,85,women,22999
2008,Swedish,86,women,21076
2008,Swedish,87,women,21012
2008,Swedish,88,women,19541
2008,Swedish,89,women,14081
2008,Swedish,90,women,11724
2008,Swedish,91,women,10110
2008,Swedish,92,women,8163
2008,Swedish,93,women,6427
2008,Swedish,94,women,4976
2008,Swedish,95,women,3827
2008,Swedish,96,women,2804
2008,Swedish,97,women,1903
2008,Swedish,98,women,1256
2008,Swedish,99,women,829
2008,Swedish,100+,women,1209
2008,foreign,0,men,8393
2008,foreign,1,men,9116
2008,foreign,2,men,9100
2008,foreign,3,men,8795
2008,foreign,4,men,9056
2008,foreign,5,men,8494
2008,foreign,6,men,8463
2008,foreign,7,men,8412
2008,foreign,8,men,8845
2008,foreign,9,men,8761
2008,foreign,10,men,9126
2008,foreign,11,men,9147
2008,foreign,12,men,9413
2008,foreign,13,men,9958
2008,foreign,14,men,10103
2008,foreign,15,men,10278
2008,foreign,16,men,10340
2008,foreign,17,men,10906
2008,foreign,18,men,11062
2008,foreign,19,men,10545
2008,foreign,20,men,10785
2008,foreign,21,men,10690
2008,foreign,22,men,11822
2008,foreign,23,men,12682
2008,foreign,24,men,13491
2008,foreign,25,men,13893
2008,foreign,26,men,14605
2008,foreign,27,men,14751
2008,foreign,28,men,15212
2008,foreign,29,men,14827
2008,foreign,30,men,14537
2008,foreign,31,men,14097
2008,foreign,32,men,14522
2008,foreign,33,men,14313
2008,foreign,34,men,13990
2008,foreign,35,men,13715
2008,foreign,36,men,14021
2008,foreign,37,men,13689
2008,foreign,38,men,13842
2008,foreign,39,men,13659
2008,foreign,40,men,13952
2008,foreign,41,men,14045
2008,foreign,42,men,14030
2008,foreign,43,men,14293
2008,foreign,44,men,14098
2008,foreign,45,men,13799
2008,foreign,46,men,13410
2008,foreign,47,men,12583
2008,foreign,48,men,12836
2008,foreign,49,men,11876
2008,foreign,50,men,11459
2008,foreign,51,men,11550
2008,foreign,52,men,11181
2008,foreign,53,men,10428
2008,foreign,54,men,10273
2008,foreign,55,men,9548
2008,foreign,56,men,9137
2008,foreign,57,men,8646
2008,foreign,58,men,8897
2008,foreign,59,men,8450
2008,foreign,60,men,8492
2008,foreign,61,men,8461
2008,foreign,62,men,7982
2008,foreign,63,men,6985
2008,foreign,64,men,6736
2008,foreign,65,men,6492
2008,foreign,66,men,6370
2008,foreign,67,men,6443
2008,foreign,68,men,6097
2008,foreign,69,men,5789
2008,foreign,70,men,5325
2008,foreign,71,men,4811
2008,foreign,72,men,4301
2008,foreign,73,men,4083
2008,foreign,74,men,3665
2008,foreign,75,men,3250
2008,foreign,76,men,3074
2008,foreign,77,men,2774
2008,foreign,78,men,2772
2008,foreign,79,men,2382
2008,foreign,80,men,2096
2008,foreign,81,men,1801
2008,foreign,82,men,1669
2008,foreign,83,men,1421
2008,foreign,84,men,1256
